seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3005,3,family,scratch,120,2560,0.6426932223965334,0.4906965981789835,0.6595817361984834,
3005,3,family,warm,120,2560,0.12738420097572617,0.964985825658947,0.03431735378870163,
3005,3,family,source_retrieval,120,2560,0.03567964645376038,0.020767035915784885,0.03733660318020212,0.7666666666666667
3005,3,family,source_mixture,120,2560,0.033564755536935144,0.020767035915785007,0.034986724383729594,0.8113550842057199
3005,3,family,scratch,200,2560,0.2888426346269641,0.053997674333583025,0.3149365191040065,
3005,3,family,warm,200,2560,0.04976831326083493,0.2604177922603555,0.026362815594221538,
3005,3,family,source_retrieval,200,2560,0.024389153421829846,0.00866972865525984,0.02613575617367096,0.7666666666666667
3005,3,family,source_mixture,200,2560,0.024459187324031347,0.008669728655259756,0.02621357162056152,0.8113550842057199
3005,3,family,scratch,400,2560,0.030139399782067883,0.05935282625147237,0.026893463507689605,
3005,3,family,warm,400,2560,0.016265738236482145,0.043567359184733055,0.013232224797787597,
3005,3,family,source_retrieval,400,2560,0.013238480893434268,0.00924546092026981,0.013682149779341428,0.7666666666666667
3005,3,family,source_mixture,400,2560,0.012915585950062208,0.00924546092026977,0.013323377620039146,0.8113550842057199
