method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
random_ens,42,5,1,4.593511993065476,4.593511993065476,2.182472688704729,2.1646993186324837,36.08577013015747
