seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3016,3,family,scratch,120,2560,0.7496701970872148,0.28793296497034243,0.8009743339890896,
3016,3,family,warm,120,2560,0.11504191878637715,0.7785222084469399,0.04132188660187019,
3016,3,family,source_retrieval,120,2560,0.040901686404535946,0.024666595887716608,0.0427055853508492,0.7333333333333333
3016,3,family,source_mixture,120,2560,0.039974906267259,0.024726816944558097,0.04166913841422576,0.7904875110381406
3016,3,family,scratch,200,2560,0.6500670407842064,0.7573741968902811,0.638144023439087,
3016,3,family,warm,200,2560,0.055841601586866706,0.16596108991072725,0.04360610288421552,
3016,3,family,source_retrieval,200,2560,0.04385042077841682,0.038970328215317346,0.044392653285427866,0.7333333333333333
3016,3,family,source_mixture,200,2560,0.043398929729281374,0.03900820376242727,0.043886788170042955,0.7904875110381406
3016,3,family,scratch,400,2560,0.028202499524964154,0.01709241303234383,0.02943695357969975,
3016,3,family,warm,400,2560,0.01690600852001308,0.01571865804251316,0.017037936350846408,
3016,3,family,source_retrieval,400,2560,0.01707367605243981,0.016326969379894255,0.01715664346050042,0.7333333333333333
3016,3,family,source_mixture,400,2560,0.01698221011172046,0.016322496920122786,0.017055511577453535,0.7904875110381406
