seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3000,10,coefficient,scratch,120,2560,0.896857955448296,0.6574331049569204,1.0165703806939839,
3000,10,coefficient,warm,120,2560,0.09420891903285257,0.20189120173565192,0.04036777768145292,
3000,10,coefficient,source_retrieval,120,2560,0.21639481790761014,0.5614843368087026,0.043850058457063926,0.6
3000,10,coefficient,source_mixture,120,2560,0.2085105188888563,0.5412619738807161,0.042134791392926405,0.6962698569984226
3000,10,coefficient,scratch,200,2560,0.6419753295328611,0.27352932613595365,0.8261983312313147,
3000,10,coefficient,warm,200,2560,0.04913011230926245,0.09446873212328843,0.02646080240224945,
3000,10,coefficient,source_retrieval,200,2560,0.055101992420901226,0.11598112371642663,0.024662426773138523,0.6
3000,10,coefficient,source_mixture,200,2560,0.05587209984591757,0.11559034269814913,0.02601297841980177,0.6962698569984226
3000,10,coefficient,scratch,400,2560,0.029162848686375017,0.029161520937853354,0.029163512560635853,
3000,10,coefficient,warm,400,2560,0.017799866594787193,0.026082323086352017,0.01365863834900478,
3000,10,coefficient,source_retrieval,400,2560,0.01618070866490448,0.021813321361573674,0.013364402316569882,0.6
3000,10,coefficient,source_mixture,400,2560,0.016483360915552362,0.02228992324692088,0.013580079749868102,0.6962698569984226
