seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3003,3,family,scratch,120,2560,0.8481282416875637,0.08943601935312989,0.9324273775025007,
3003,3,family,warm,120,2560,0.052246696171940596,0.32031902782936444,0.022460881543337946,
3003,3,family,source_retrieval,120,2560,0.02144054808803325,0.008521346641239269,0.0228760149154548,0.7666666666666667
3003,3,family,source_mixture,120,2560,0.02276026435232462,0.00852134664123927,0.02434236632022299,0.8056324471822193
3003,3,family,scratch,200,2560,0.2495318179767538,0.09463982649284496,0.2667420392527437,
3003,3,family,warm,200,2560,0.04236363933295863,0.1975583630205101,0.025119781145452897,
3003,3,family,source_retrieval,200,2560,0.02383421668372659,0.010859053292413627,0.02527590150498358,0.7666666666666667
3003,3,family,source_mixture,200,2560,0.0235137982998073,0.010859053292413628,0.0249198810784066,0.8056324471822193
3003,3,family,scratch,400,2560,0.06393709126597133,0.007879909412572226,0.07016566702746012,
3003,3,family,warm,400,2560,0.01638788339679054,0.020095504271037838,0.015975925521874174,
3003,3,family,source_retrieval,400,2560,0.015323477208628403,0.007132367807959367,0.016233600475369404,0.7666666666666667
3003,3,family,source_mixture,400,2560,0.015222637317649673,0.007132367807959369,0.016121556152059707,0.8056324471822193
