seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3019,3,coefficient,scratch,120,2560,0.41761392168696637,0.3478928514165997,0.42536070727256275,
3019,3,coefficient,warm,120,2560,0.038992891650463296,0.15333729963732978,0.026287957429700356,
3019,3,coefficient,source_retrieval,120,2560,0.04196891980866832,0.16226940978299834,0.028602198700409427,0.7333333333333333
3019,3,coefficient,source_mixture,120,2560,0.03975429096171766,0.1608919319688872,0.026294553072032163,0.869189978959819
3019,3,coefficient,scratch,200,2560,0.20897626385811208,0.17607239452671578,0.21263224933937833,
3019,3,coefficient,warm,200,2560,0.03379448016736587,0.09512903694873948,0.026979529413879915,
3019,3,coefficient,source_retrieval,200,2560,0.033955361179148096,0.09570454457588257,0.02709434080173315,0.7333333333333333
3019,3,coefficient,source_mixture,200,2560,0.03352678367010314,0.09568978810840939,0.026619783176958005,0.869189978959819
3019,3,coefficient,scratch,400,2560,0.037142818259926526,0.07339356241848534,0.03311495779786444,
3019,3,coefficient,warm,400,2560,0.019271833049396773,0.046189655536541696,0.016280963884158454,
3019,3,coefficient,source_retrieval,400,2560,0.019237479351098433,0.046514011904970266,0.016206753511779342,0.7333333333333333
3019,3,coefficient,source_mixture,400,2560,0.01926184677976904,0.04649090700145897,0.016236395644025722,0.869189978959819
