step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X4,5.0,50,14.735771253705025,42.27561607584357,9.861480727791786,41.300757970660925,11.66471548238769
1,X9,4.772006511688232,100,7.644216433167458,24.038466742262244,2.7673548609018326,23.06309442780912,3.8447433337181183
2,X20,-5.0,150,6.742913795635104,20.00661964416504,1.8571442496031523,19.02946573495865,2.5687985533149913
3,X8,-4.90014123916626,240,5.922981487587094,13.42531071677804,1.0198067892342806,12.444675777107477,1.317766223102808
4,X19,5.0,290,5.842484749853611,12.093351383507251,0.9445236697793007,11.11375916749239,1.2995053933312497
5,X17,-5.0,340,5.7200345024466515,11.39995755329728,0.8287926539778709,10.421709183603525,0.9768873967307931
6,X9,-4.663173675537109,430,5.58341322094202,9.6646205868572,0.6886464729905128,8.685667237266898,0.7943510158608357
7,X18,-5.0,480,5.542654164135456,8.882323322817683,0.6435239985585213,7.902497289702296,0.7349456428394964
8,X18,5.0,530,5.639631230384111,7.786507900804281,0.7393891401588917,6.806459482759237,0.8108022829595333
9,X16,5.0,620,5.5031863078475,6.469582747668028,0.6064683422446251,5.490239154547453,0.688818636078698
10,X4,-4.929786682128906,670,5.522869663313031,5.6000826299190525,0.6252691317349672,4.620562523603439,0.7199907409958541
11,X2,-4.509528160095215,720,5.497716311365366,5.13974209278822,0.6012432016432285,4.160447470843792,0.6852829023264347
12,X25,-5.0,810,5.482297696173191,4.743484536185861,0.5872120037674904,3.7644673977047205,0.6368572969222441
13,X6,-5.0,860,5.476414745673537,4.3716746743768455,0.584922855719924,3.3933762963861227,0.6035066185286269
14,X20,4.705738544464111,910,5.478587398305535,4.362522387504578,0.5837796423584223,3.383560836315155,0.5990961877008278
15,X9,2.938387870788574,1000,5.46814844943583,4.180900226160884,0.579121807590127,3.2030948977917433,0.5926819129381329
16,X16,-5.0,1050,5.466818748041987,3.8229939486831426,0.5788243990391493,2.845395078882575,0.5906930828156571
17,X22,5.0,1100,5.4663561675697565,3.6536681298166513,0.5786942336708307,2.676135743036866,0.5906453382146234
18,X8,5.0,1190,5.465384455397725,3.450407084450126,0.5775956828147173,2.472849329933524,0.5884641095763072
19,X19,-5.0,1240,5.46413803473115,3.4207002952694894,0.5782095231115818,2.4435145929455757,0.5884684923415383
20,X17,4.533896446228027,1290,5.461751371622086,3.3270385000854734,0.5769631564617157,2.350080857053399,0.5901862719717125
21,X8,-4.5107645988464355,1380,5.460529727861285,3.1126967992633583,0.5757150482386351,2.135733863338828,0.5878718961030245
22,X18,-2.549711227416992,1430,5.460188960656524,2.7565645195543764,0.5771515127271414,1.7799570299685001,0.5903788104187697
23,X18,-5.0,1480,5.459513137117028,2.7234170723706486,0.5736768338829279,1.7462498117238283,0.5873457582977911
24,X3,-1.1967878341674805,1570,5.457216879352927,2.6650338388979433,0.5735476221889257,1.6882999874651432,0.5867614626185969
25,X7,4.276108264923096,1620,5.460675083100796,2.5943883512169124,0.5755241140723228,1.6173581574112177,0.5883814187642809
26,X23,-5.0,1670,5.4557677041739225,2.5577918607741594,0.5728026162832975,1.5811988431960344,0.5858795822520431
27,X18,-1.4345532655715942,1760,5.4532021302729845,2.516959731280804,0.5716105718165636,1.5406414195895195,0.5849388861485447
28,X5,-5.0,1810,5.454329760745168,2.473487428575754,0.5728980619460344,1.4972010888159275,0.5866836933031057
29,X16,3.5590662956237793,1860,5.452220464125276,2.4542408358305696,0.5717345122247934,1.4781436454504728,0.5850445778341964
30,X8,4.307426452636719,1950,5.450691362842917,2.42094505392015,0.5708281006664038,1.444972401484847,0.5845745687450592
31,X9,-2.725142478942871,2000,5.449858633801341,2.427989275380969,0.5705569069832563,1.452128930017352,0.5841902296136444
