step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X17,2.8953140156107393,50,6.375189784914255,11.686798725277185,1.3077763356268406,10.673316035419703,2.0778984252829105
1,X14,0.3745719351286416,100,5.717637030407786,4.945982728153467,0.648416368290782,3.9321385957300663,0.8585998571555441
2,X20,1.377253457495856,150,5.677856095135212,3.414055722206831,0.6023171618580818,2.398947935551405,0.6993771840352566
3,X11,-1.425534296809695,240,5.682485692203045,3.3783717058598994,0.5932779833674431,2.360530164092779,0.6642427597738182
4,X25,-3.2112709069038017,290,5.684694388881326,3.489517903327942,0.5944351945072412,2.471466064453125,0.6338498521363363
5,X4,0.726412824777106,340,5.679581018164754,3.9364854827523232,0.5894744116812944,2.9184641614556313,0.6445139873540029
6,X12,-1.3240790510747247,430,5.681235928088427,4.161565884947777,0.5856154747307301,3.1424417942762375,0.6442496317516391
7,X7,3.0873240557969446,480,5.677392324432731,3.373108461499214,0.5836690869182348,2.354363813996315,0.631121743703261
8,X25,1.7091366335941638,530,5.67029070854187,3.1424347262829544,0.5820888876914978,2.1247943621128798,0.6100624839309603
9,X2,-2.0301252027926155,620,5.661091435700655,3.0608841318637134,0.5799432285130024,2.0446544904261827,0.6016755990373592
10,X2,-1.5981851152571904,670,5.658954972401261,3.0547365736216308,0.5790553633123636,2.038756651803851,0.6035752773750573
11,X4,-2.349993345726454,720,5.65994100086391,3.129749459400773,0.5787634085863829,2.1135139409452677,0.6037635520721475
12,X3,-2.0491542183706013,810,5.6622436828911304,3.300960436835885,0.5776463337242603,2.284040967002511,0.6023824911098927
13,X4,3.7891488875056627,860,5.661049807444215,3.374638901278377,0.5773157719522715,2.357892094179988,0.6024950410549839
14,X7,3.739362489567938,910,5.658353334292769,3.3859527982771396,0.577052777633071,2.3696926869452,0.6048071172554046
15,X21,3.91798916408894,1000,5.655251901596785,3.58278759457171,0.5772552900016308,2.567188272252679,0.6096362852646658
16,X13,4.4653642806657565,1050,5.655003014951944,3.1315694440156223,0.5771539248526096,2.115999625995755,0.6118103448146333
17,X19,-4.528444017039616,1100,5.6512449234724045,3.169502382725477,0.5771344751119614,2.1546802930533886,0.61073572805617
18,X25,1.6470363218792228,1190,5.64823654666543,3.2472238820046186,0.5768367387354374,2.23294392041862,0.6100391734701891
19,X9,-0.8081708402346361,1240,5.648383025079966,3.2981411162763834,0.5767543353140354,2.2838153783231974,0.6105113864177838
20,X17,-0.4305760231344067,1290,5.647524688392878,3.2722715362906456,0.5767099000513554,2.258108578622341,0.6113841244562839
21,X12,0.08163011168202416,1380,5.645321160554886,3.324100646004081,0.5775953233242035,2.3105554785579443,0.6247359677217901
22,X11,0.9649415385058386,1430,5.643872797489166,3.327161829546094,0.5779001712799072,2.313967304304242,0.6283777601396043
23,X1,-1.2801450781476662,1480,5.642098009586334,3.3474088691174986,0.5774611830711365,2.334481503814459,0.6304967879938582
24,X14,-2.1245760804404243,1570,5.6418401170521975,3.1203163214027883,0.5771241951733828,2.1073731370270252,0.6301513363141567
25,X13,3.1745045309227073,1620,5.642197206616402,3.1648952029645443,0.5770648270845413,2.1518687270581722,0.6318460409917559
26,X7,1.157013619325693,1670,5.641152519732714,3.17334879077971,0.5764906592667103,2.160416418686509,0.635524965589866
27,X16,0.37316416853341217,1760,5.64069620333612,3.2880210816860203,0.5759863015264273,2.2750791013240814,0.6413137999285633
28,X24,3.629719179260757,1810,5.6408583745360374,3.3227906834334133,0.5761274918913841,2.309844506904483,0.6379714604699984
29,X2,0.2816628671119057,1860,5.64036800339818,3.328162256628275,0.5759169049561024,2.3152720369398594,0.6369928240310401
30,X16,-4.722877439684696,1950,5.64064290933311,3.238835448026657,0.5759276431053877,2.2258923947811127,0.6132571272319183
31,X7,-3.7419034213924327,2000,5.641090730205178,3.027129501476884,0.5766051802784204,2.0142323914915323,0.6123559330590069
