episode,step,target,value,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5
0,0,X5,0.5819978076446155,11.259959042072296,1.0769604444503784,3.344133138656616,0.7335008978843689,4.711054801940918,1.3943097591400146
0,1,X5,-4.738856666648936,8.114268064498901,1.07281494140625,0.9198540449142456,0.37597525119781494,4.351314067840576,1.3943097591400146
0,2,X4,3.3251144738305456,5.712071739137173,1.0736099481582642,0.11031726747751236,0.29221248626708984,4.018864154815674,0.2170678824186325
0,3,X3,4.487332542280091,4.813651977106929,1.0752109289169312,0.023317737504839897,0.16264383494853973,3.4227302074432373,0.12974926829338074
0,4,X2,-4.767263786156258,4.44880180247128,1.0741300582885742,0.02149290032684803,0.11431782692670822,3.159376621246338,0.07948439568281174
0,5,X2,-4.9419276337925035,4.167906511574984,1.0759766101837158,0.020377054810523987,0.0999351441860199,2.9177451133728027,0.05387258902192116
0,6,X3,-4.750485704078936,3.697016606107354,1.0765764713287354,0.019268838688731194,0.06574484705924988,2.498750925064087,0.03667552396655083
0,7,X3,1.71189191282076,3.5001824367791414,1.0753506422042847,0.017601536586880684,0.05900705233216286,2.3214495182037354,0.026773687452077866
0,8,X5,1.1080412071417065,3.3288338370621204,1.0745158195495605,0.01702086254954338,0.05408493056893349,2.1621286869049072,0.021083537489175797
0,9,X3,-3.644172261415987,3.0441111214458942,1.0735610723495483,0.01618989184498787,0.0470682755112648,1.8914868831634521,0.015804998576641083
0,10,X3,-0.9505091340269178,2.9257782688364387,1.0736894607543945,0.01602967642247677,0.04483270272612572,1.7766371965408325,0.01458923239260912
0,11,X5,-0.7073984221137657,2.8199723474681377,1.072674036026001,0.0158157330006361,0.043027207255363464,1.6746916770935059,0.01376369409263134
0,12,X4,0.3454400756545626,2.646249793469906,1.0719704627990723,0.015448354184627533,0.03927358612418175,1.5068492889404297,0.01270810142159462
0,13,X5,-2.5688654917057994,2.5752499205991626,1.0719456672668457,0.015244853682816029,0.03748243674635887,1.4382730722427368,0.012303890660405159
0,14,X1,-1.223052610354265,2.514121863991022,1.0719469785690308,0.015038933604955673,0.036056648939847946,1.3790754079818726,0.01200389489531517
0,15,X1,2.4874080316572247,2.4268482914194465,1.0719817876815796,0.01548178680241108,0.04201488196849823,1.2857688665390015,0.011600968427956104
0,16,X5,-0.9967977275290485,2.389802702702582,1.0722469091415405,0.015401397831737995,0.040524523705244064,1.2501513957977295,0.011478476226329803
0,17,X3,4.87306273798092,2.356509950943291,1.0723488330841064,0.015242282301187515,0.03782634064555168,1.2197188138961792,0.011373681016266346
0,18,X4,-4.176831760194406,2.3082314487546682,1.072345495223999,0.014837611466646194,0.031549494713544846,1.1720598936080933,0.01743895374238491
0,19,X2,1.5354246278633727,2.285635994747281,1.0725382566452026,0.014635412953794003,0.02926621399819851,1.153581142425537,0.015614968724548817
0,20,X3,0.41066796963170926,2.2667025681585073,1.0728729963302612,0.014381559565663338,0.02705906517803669,1.1382404565811157,0.014148490503430367
0,21,X4,1.0075521999891954,2.2375379037111998,1.0725324153900146,0.013884207233786583,0.02299407497048378,1.1155953407287598,0.012531865388154984
0,22,X1,2.165032678376358,2.2264831718057394,1.072544813156128,0.013732276856899261,0.020567413419485092,1.1075519323349,0.012086736038327217
0,23,X2,-2.817042965509382,2.2182052759453654,1.0723694562911987,0.013508792035281658,0.019596749916672707,1.1009762287139893,0.011754048988223076
0,24,X2,4.363609345957206,2.2064260244369507,1.0728801488876343,0.013069607317447662,0.017418136820197105,1.0916699171066284,0.01138821430504322
1,0,X5,1.715016815124205,12.324249505996704,1.072200894355774,2.734452486038208,1.1431571245193481,4.711216449737549,2.663222551345825
1,1,X3,-4.353635477302248,7.311147958040237,1.0804799795150757,1.0603139400482178,0.5849080085754395,4.356584548950195,0.2288614809513092
1,2,X3,-1.4570779451505187,6.026587978005409,1.074407696723938,0.2956998348236084,0.4738753139972687,4.026045799255371,0.15655933320522308
1,3,X4,4.445706515989077,4.930804047733545,1.0719194412231445,0.030029337853193283,0.2918136417865753,3.4257938861846924,0.11124774068593979
1,4,X2,4.095017529131329,4.690467884764075,1.071891188621521,0.020536838099360466,0.3766148090362549,3.1525092124938965,0.06891583651304245
1,5,X2,4.114617363404733,4.320459611713886,1.0722405910491943,0.016755711287260056,0.27517491579055786,2.910221815109253,0.04606657847762108
1,6,X1,-4.791488403375538,3.7788721043616533,1.0721691846847534,0.020939629524946213,0.17049044370651245,2.49098801612854,0.024284830316901207
1,7,X1,4.238556271773797,3.5768891125917435,1.0720760822296143,0.01817716658115387,0.15165819227695465,2.3142731189727783,0.02070455253124237
1,8,X4,-4.962065871308969,3.4099052101373672,1.0718764066696167,0.015531782060861588,0.13125187158584595,2.156372308731079,0.03487284108996391
1,9,X3,0.6709332861011577,3.0875092213973403,1.0719001293182373,0.01303041074424982,0.09372881799936295,1.8857301473617554,0.023119715973734856
1,10,X5,0.5546237498115625,2.9586905911564827,1.0723272562026978,0.012516522780060768,0.08107451349496841,1.7721511125564575,0.02062118612229824
1,11,X3,1.714247538935906,2.8469281438738108,1.0720412731170654,0.012178931385278702,0.07239151000976562,1.671407699584961,0.018908729776740074
1,12,X5,3.873915531687379,2.6656920965760946,1.0719807147979736,0.011702368035912514,0.06152018532156944,1.5037437677383423,0.016745060682296753
1,13,X1,-0.2590030197308879,2.593144786544144,1.0719802379608154,0.011574403382837772,0.0586588978767395,1.4348955154418945,0.01603573188185692
1,14,X5,-1.4145578350903065,2.531051849015057,1.071875810623169,0.011461721733212471,0.05644884333014488,1.3757948875427246,0.015470585785806179
1,15,X2,-1.5872039736868637,2.433097238652408,1.0721796751022339,0.011311408132314682,0.053656626492738724,1.281445026397705,0.014504502527415752
1,16,X2,-1.1796405995211598,2.3944040639325976,1.0721718072891235,0.011259783990681171,0.052360936999320984,1.2444556951522827,0.014155840501189232
1,17,X4,-1.7049411243478438,2.359848340973258,1.0719672441482544,0.011201197281479836,0.04992492496967316,1.2133513689041138,0.013403605669736862
1,18,X3,2.5011127574619882,2.309242155402899,1.0721337795257568,0.011129659600555897,0.047509126365184784,1.1655558347702026,0.012913755141198635
1,19,X4,-2.603404386423395,2.290239998139441,1.0720183849334717,0.011098943650722504,0.046451929956674576,1.1478058099746704,0.012864929623901844
1,20,X2,-2.5872824361119005,2.2738251872360706,1.0719424486160278,0.011074774898588657,0.04487745836377144,1.133256435394287,0.012674069963395596
1,21,X1,3.327571506240403,2.253030553460121,1.0718786716461182,0.011005931533873081,0.045901715755462646,1.1122839450836182,0.011960289441049099
1,22,X2,-2.732289375882382,2.244846268557012,1.071887493133545,0.010985508561134338,0.04551722854375839,1.1048041582107544,0.011651880107820034
1,23,X4,3.9767222830971836,2.2384465783834457,1.0718955993652344,0.010960779152810574,0.04538850113749504,1.098792552947998,0.011409145779907703
1,24,X4,-2.929790529337586,2.229144211858511,1.0719199180603027,0.010930498130619526,0.04486532509326935,1.0903232097625732,0.01110526081174612
2,0,X1,-2.382522629178272,14.179186224937439,1.0722908973693848,5.9133620262146,1.3637021780014038,4.71145486831665,1.1183762550354004
2,1,X2,2.711867007200678,12.997470766305923,1.0729807615280151,6.516951084136963,0.6925466656684875,4.3392510414123535,0.37574121356010437
2,2,X2,-2.262468896900065,12.968991696834564,1.0750319957733154,7.048823356628418,0.747139573097229,3.995680809020996,0.10231596231460571
2,3,X4,3.910191567873154,5.2232211753726006,1.0765525102615356,0.17816360294818878,0.5560494661331177,3.390523910522461,0.021931685507297516
2,4,X1,-1.1718874914761157,4.719248615205288,1.0758415460586548,0.08890488743782043,0.413519024848938,3.122314929962158,0.018668226897716522
