step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X1,-5.0,50,6.2730717193335295,27.64475778117776
1,X2,-4.0,100,6.428873047232628,15.297272869199514
2,X3,-3.0,150,6.0381870456039906,15.741203769668937
3,X4,-2.0,240,5.812450310215354,12.57252370417118
4,X5,-1.0,290,5.661243420094252,11.560677517205477
5,X6,0.0,340,5.565911998972297,10.694423130899668
6,X7,1.0,430,5.505836632102728,9.935380158945918
7,X8,2.0,480,5.485304959118366,9.769314901530743
8,X9,3.0,530,5.485632227733731,8.32580475360155
9,X10,4.0,620,5.47472333163023,7.833391186967492
10,X11,5.0,670,5.466585047543049,7.632643523439765
11,X12,-5.0,720,5.461122645065188,7.5381483409553764
12,X13,-4.0,810,5.457051448523998,6.944763892516494
13,X14,-3.0,860,5.462898215278983,6.805553990602493
14,X15,-2.0,910,5.464908264577389,6.845638889819384
15,X17,-1.0,1000,5.458030274137855,6.559170829504728
16,X19,0.0,1050,5.456230208277702,6.589867838844658
17,X20,1.0,1100,5.455110628157854,6.600698694586754
18,X22,2.0,1190,5.451687686145306,6.66859691143036
19,X24,3.0,1240,5.450896844267845,6.6688890431076295
20,X25,4.0,1290,5.4506967682391405,6.630052638053894
21,X1,-2.0,1380,5.449987286701798,6.340513210743666
22,X2,-1.0,1430,5.450199628248811,6.331691128388047
23,X3,0.0,1480,5.451498763635755,6.3259751792997125
24,X4,1.0,1570,5.4516703728586435,6.4236868165433405
25,X5,2.0,1620,5.452365458011627,6.507906853407621
26,X6,3.0,1670,5.455686820670962,6.316812135279179
27,X7,4.0,1760,5.456926666200161,5.930622944980859
28,X8,5.0,1810,5.460064714774489,5.6684744205325845
29,X9,-5.0,1860,5.474408112466335,5.405230866372586
30,X10,-4.0,1950,5.456540012732148,4.334424610808492
31,X11,-3.0,2000,5.455940589308739,4.268673153966665
