episode,step,target,loss
0,0,,0.20575805008411407
0,1,,0.19511293806135654
0,2,,0.07820090837776661
0,3,,0.32329575810581446
0,4,,0.10688426811248064
0,5,X3,0.12074733816552907
0,6,X3,0.6306656091473997
0,7,X3,0.11761299648787826
0,8,X3,0.15849914110731333
0,9,X3,0.03667237824993208
0,10,X3,0.23181898368056864
0,11,X3,0.12666289636399597
0,12,X3,0.2488553007133305
0,13,X3,0.33761777728796005
0,14,X3,0.04858341289218515
0,15,X3,0.013217124978837091
0,16,X3,0.008719187348106061
0,17,X3,0.060537122772075236
0,18,X3,0.022425565432058647
0,19,X3,0.0686708769062534
1,0,,0.14788398891687393
1,1,,0.21387703716754913
1,2,,0.10539171658456326
1,3,,0.12155190156772733
1,4,,0.3372752405703068
1,5,X3,0.14294710801914334
1,6,X3,0.04529654924408533
1,7,X3,0.25972783868201077
1,8,X3,0.06968535092892125
1,9,X3,0.06339596470934339
1,10,X3,0.1136116052075522
1,11,X3,0.09470162284560502
1,12,X3,0.09032219847722445
1,13,X3,0.028339171374682337
1,14,X3,0.01736661422182806
1,15,X3,0.055874084115203004
1,16,X3,0.15274953498737887
1,17,X3,0.016436135480034864
1,18,X3,0.016043401023125625
1,19,X3,0.04952985995623749
2,0,,0.14303539879620075
2,1,,0.16725555714219809
2,2,,0.032736660446971655
2,3,,0.04361134162172675
2,4,,0.20916816964745522
2,5,X3,0.030975245987065136
2,6,X3,0.14690434955991805
2,7,X3,0.09244270322960801
2,8,X3,0.1725283630657941
2,9,X3,0.17454631184227765
2,10,X3,0.05403749749530107
2,11,X3,0.0846146138937911
2,12,X3,0.044518637740111444
2,13,X3,0.009796440031095699
2,14,X3,0.08264367929950822
2,15,X3,0.12109996590879746
2,16,X3,0.06110720792639768
2,17,X3,0.03214542240675655
2,18,X3,0.033379527686520305
2,19,X3,0.022789516850934888
3,0,,0.12256267294287682
3,1,,0.11315740644931793
3,2,,0.1399984434247017
3,3,,0.07659882865846157
3,4,,0.14858377259224653
3,5,X3,0.08299982047174126
3,6,X3,0.09087975329020992
3,7,X3,0.2269615939585492
3,8,X3,0.06388906348729506
3,9,X3,0.03722841705894098
3,10,X3,0.12905472089187242
3,11,X3,0.14467877987772226
3,12,X3,0.07527194390422665
3,13,X3,0.09171248468919657
3,14,X3,0.06354721778734529
3,15,X3,0.18178608996095136
3,16,X3,0.03091005244277767
3,17,X3,0.011699950629918021
3,18,X3,0.023923710381495766
3,19,X3,0.0590196756829755
4,0,,0.026452304096892476
4,1,,0.0953141013160348
4,2,,0.14583311509341002
4,3,,0.14668822195380926
4,4,,0.109276058152318
4,5,X3,0.11891767248744145
4,6,X3,0.09457299037603661
4,7,X3,0.16446738663944416
4,8,X3,0.030078122312261257
4,9,X3,0.02796877112268703
4,10,X3,0.03863040719443234
4,11,X3,0.022998485232164967
4,12,X3,0.013208047974330839
4,13,X3,0.055011399788782
4,14,X3,0.04636444624338765
4,15,X3,0.05431235549622215
4,16,X3,0.0386450074329332
4,17,X3,0.005513806961971568
4,18,X3,0.022354643913786276
4,19,X3,0.031813400369173905
5,0,,0.6722124703228474
5,1,,0.20061091985553503
5,2,,0.028496126411482692
5,3,,0.09098153654485941
5,4,,0.07148103741928935
5,5,X3,0.04924907675012946
5,6,X3,0.05962486474891193
5,7,X3,0.49085197562817484
5,8,X3,0.04384325355931651
5,9,X3,0.20321047586912755
5,10,X3,0.08771752422762802
5,11,X3,0.10257565877691377
5,12,X3,0.04475163648749003
5,13,X3,0.250129310763441
5,14,X3,0.13349078286410077
5,15,X3,0.052115283153398195
5,16,X3,0.042431090274476446
5,17,X3,0.06988655571331037
5,18,X3,0.014665471739135683
5,19,X3,0.17320453614229336
6,0,,0.304717481136322
6,1,,0.40042687207460403
6,2,,0.07560078520327806
6,3,,0.2765803448855877
6,4,,0.2138629723340273
6,5,X3,0.18038908811286092
6,6,X3,0.06164316591457464
6,7,X3,0.04463138454593718
6,8,X3,0.11819598150032107
6,9,X3,0.08628857403527945
6,10,X3,0.02537301958363969
6,11,X3,0.32520552701316774
6,12,X3,0.19449557201005518
6,13,X3,0.0546001706388779
6,14,X3,0.06279684539185837
6,15,X3,0.03224956479971297
6,16,X3,0.09525413322262466
6,17,X3,0.04145638309273636
6,18,X3,0.02426092798850732
6,19,X3,0.029046068455500063
7,0,,0.15078136650845408
7,1,,0.10491766687482595
7,2,,0.23805925529450178
7,3,,0.1315483832731843
7,4,,0.11858208756893873
7,5,X3,0.06844453467056155
7,6,X3,0.09079037484480068
7,7,X3,0.06380103767151013
7,8,X3,0.0054226716893026605
7,9,X3,0.09715660085203126
7,10,X3,0.048865082557313144
7,11,X3,0.06404622524860315
7,12,X3,0.027630699914880097
7,13,X3,0.026933081913739443
7,14,X3,0.009850703856500331
7,15,X3,0.033123083965620026
7,16,X3,0.030185096838977188
7,17,X3,0.011867290537338704
7,18,X3,0.045109387079719454
7,19,X3,0.007672151339647826
8,0,,0.05426809471100569
8,1,,0.05822784826159477
8,2,,0.4756306931376457
8,3,,0.09395047649741173
8,4,,0.07211188413202763
8,5,X3,0.03420123254181817
8,6,X3,0.017403127581928857
8,7,X3,0.09098130543134175
8,8,X3,0.059744876252807444
8,9,X3,0.16092514858155482
8,10,X3,0.020801095946808346
8,11,X3,0.08874316874425858
8,12,X3,0.04140974939764419
8,13,X3,0.05331065873542684
8,14,X3,0.03829075861722231
8,15,X3,0.04364076306228526
8,16,X3,0.05661978961143177
8,17,X3,0.013530742588045541
8,18,X3,0.3634968267288059
8,19,X3,0.018279929899108538
9,0,,0.29655855521559715
9,1,,0.17950081545859575
9,2,,0.10964538343250751
9,3,,0.0909649757668376
9,4,,0.20804152311757207
9,5,X3,0.04559650336159393
9,6,X3,0.058229032445524354
9,7,X3,0.1420907383726444
9,8,X3,0.037275490944011835
9,9,X3,0.03005189045506995
9,10,X3,0.14233538188273087
9,11,X3,0.07817742448241916
9,12,X3,0.039002870631520636
9,13,X3,0.02923745699808933
9,14,X3,0.07992336807365064
9,15,X3,0.025993798481067643
9,16,X3,0.036366754704431514
9,17,X3,0.028506795779321692
9,18,X3,0.010155676933209179
9,19,X3,0.12150580936577171
10,0,,0.20503263361752033
10,1,,0.23605437017977238
10,2,,0.22578545659780502
10,3,,0.31199190113693476
10,4,,0.060802260879427195
10,5,X3,0.052151273761410266
10,6,X3,0.020361821734695695
10,7,X3,0.0781299950031098
10,8,X3,0.03457103288383223
10,9,X3,0.19690729235298932
10,10,X3,0.18239350206567906
10,11,X3,0.054890690775209805
10,12,X3,0.08874294738416211
10,13,X3,0.023077107965264076
10,14,X3,0.0191925408798852
10,15,X3,0.09142342145787552
10,16,X3,0.01581107569472806
10,17,X3,0.033850809166324325
10,18,X3,0.11736201730673201
10,19,X3,0.10337747530866181
11,0,,0.24438613653182983
11,1,,0.4540122514590621
11,2,,0.26159924268722534
11,3,,0.16953841969370842
11,4,,0.15708742290735245
11,5,X3,0.02503971935584559
11,6,X3,0.04108792833721964
11,7,X3,0.2479719128459692
11,8,X3,0.22383336012717336
11,9,X3,0.07345229352358729
11,10,X3,0.028520589316030964
11,11,X3,0.021065812125016237
11,12,X3,0.01477291147421056
11,13,X3,0.05368338990956545
11,14,X3,0.16042248025769368
11,15,X3,0.09517686709295958
11,16,X3,0.08734209305839613
11,17,X3,0.04518398750224151
11,18,X3,0.013839813793310896
11,19,X3,0.04803093071677722
12,0,,0.4245733544230461
12,1,,0.213847229257226
12,2,,0.31278441846370697
12,3,,0.1112363450229168
12,4,,0.2614598795771599
12,5,X3,0.13167992234230042
12,6,X3,0.022916748948773602
12,7,X3,0.08387009589205263
12,8,X3,0.10569003271666588
12,9,X3,0.08594679567613639
12,10,X3,0.12684482738404768
12,11,X3,0.08675038487126585
12,12,X3,0.11859658294997644
12,13,X3,0.11548138020589249
12,14,X3,0.04342921187344473
12,15,X3,0.10074172282111249
12,16,X3,0.09245308402751107
12,17,X3,0.13649437570711598
12,18,X3,0.020286728045903146
12,19,X3,0.03432767559752392
13,0,,0.13498400093521923
13,1,,0.14905135240405798
13,2,,0.13863404095172882
13,3,,0.12096099741756916
13,4,,0.21509020775556564
13,5,X3,0.18739570971229114
13,6,X3,0.05846429700613953
13,7,X3,0.30355283012613654
13,8,X3,0.12291831462061964
13,9,X3,0.1405777923646383
13,10,X3,0.03806845165490813
13,11,X3,0.041731260855158325
13,12,X3,0.03818003061314812
13,13,X3,0.16242007713299245
13,14,X3,0.1039351645304123
13,15,X3,0.005795273089461261
13,16,X3,0.02298621126828948
13,17,X3,0.017164560635137605
13,18,X3,0.02776904140773695
13,19,X3,0.03759402614014107
14,0,,0.19594615884125233
14,1,,0.19082973338663578
14,2,,0.10522498283535242
14,3,,0.0772220310755074
14,4,,0.3476035576313734
14,5,X3,0.17387882142793387
14,6,X3,0.08345368554000743
14,7,X3,0.10152552008366911
14,8,X3,0.08607171980838757
14,9,X3,0.10619227471761405
14,10,X3,0.047826580332184676
14,11,X3,0.09619550615025219
14,12,X3,0.03415150390355848
14,13,X3,0.06725987273966894
14,14,X3,0.021433772446471266
14,15,X3,0.18505998456384987
14,16,X3,0.03457848588732304
14,17,X3,0.028712715808069333
14,18,X3,0.02268757337151328
14,19,X3,0.042151142210059334
15,0,,0.3774815574288368
15,1,,0.17825091816484928
15,2,,0.6996798627078533
15,3,,0.23602713085711002
15,4,,0.1730011347681284
15,5,X3,0.11769582412671298
15,6,X3,0.10437558064586483
15,7,X3,0.2820211232174188
15,8,X3,0.07858840085100383
15,9,X3,0.08237336270394735
15,10,X3,0.20887543403659947
15,11,X3,0.07987585401860997
15,12,X3,0.29744977978407405
15,13,X3,0.08382435532985255
15,14,X3,0.055514722218504176
15,15,X3,0.04520799854071811
15,16,X3,0.04352304761414416
15,17,X3,0.042541328686638735
15,18,X3,0.015604336891556159
15,19,X3,0.04230457215453498
16,0,,0.26665682159364223
16,1,,0.14969250187277794
16,2,,0.11646010540425777
16,3,,0.05130191962234676
16,4,,0.22855388559401035
16,5,X3,0.24700436345301569
16,6,X3,0.033337537744955625
16,7,X3,0.038157572198542766
16,8,X3,0.07282637670869008
16,9,X3,0.01857318948896136
16,10,X3,0.03302243367761548
16,11,X3,0.1640986033307854
16,12,X3,0.1014075847924687
16,13,X3,0.11729733140964527
16,14,X3,0.1565798239898868
16,15,X3,0.08531190347275697
16,16,X3,0.009009378003611346
16,17,X3,0.03973466386742075
16,18,X3,0.03152180396136828
16,19,X3,0.08043078714399599
17,0,,0.16851303540170193
17,1,,0.21346106939017773
17,2,,0.13633867353200912
17,3,,0.03958667442202568
17,4,,0.08996115066111088
17,5,X3,0.05637365435541142
17,6,X3,0.25696165644330904
17,7,X3,0.13398169679931016
17,8,X3,0.10378936943743611
17,9,X3,0.09030347037878528
17,10,X3,0.23726618685395806
17,11,X3,0.03677679112661281
17,12,X3,0.0656010514467198
17,13,X3,0.026590706751449034
17,14,X3,0.037542987423876184
17,15,X3,0.12195644453095156
17,16,X3,0.024964414629721432
17,17,X3,0.023855978579376824
17,18,X3,0.02723940147916437
17,19,X3,0.029996303712323424
18,0,,0.2106803860515356
18,1,,0.4940268099308014
18,2,,0.5167426289990544
18,3,,0.2347349338233471
18,4,,0.2884149495512247
18,5,X3,0.19922641204902902
18,6,X3,0.2648514595348388
18,7,X3,0.05260562774492428
18,8,X3,0.062026627303566784
18,9,X3,0.038175757486897055
18,10,X3,0.09185670019360259
18,11,X3,0.0446630478836596
18,12,X3,0.09577318893570919
18,13,X3,0.02215113649435807
18,14,X3,0.14913457265356556
18,15,X3,0.06954509724164382
18,16,X3,0.039091866950911935
18,17,X3,0.05689154131687246
18,18,X3,0.050140065199229866
18,19,X3,0.03594176282786066
19,0,,0.15728099085390568
19,1,,0.11050419928506017
19,2,,0.32130942679941654
19,3,,0.21574007626622915
19,4,,0.08567699790000916
19,5,X3,0.12881380482576787
19,6,X3,0.129458668990992
19,7,X3,0.08841003049747087
19,8,X3,0.05176106980070472
19,9,X3,0.03486658993642777
19,10,X3,0.04946463600208517
19,11,X3,0.0715889580314979
19,12,X3,0.2271108907298185
19,13,X3,0.05597348320588935
19,14,X3,0.061035839971737005
19,15,X3,0.04345979791833088
19,16,X3,0.007919624164060224
19,17,X3,0.023564493109006435
19,18,X3,0.0055822157410148066
19,19,X3,0.03694353302125819
20,0,,0.20873621851205826
20,1,,0.20895511656999588
20,2,,0.048581913113594055
20,3,,0.2976641785353422
20,4,,0.14058702811598778
20,5,X3,0.08354419842362404
20,6,X3,0.06731620343634859
20,7,X3,0.005808249679830624
20,8,X3,0.013680625343113206
20,9,X3,0.06528742320369929
20,10,X3,0.1293808000627905
20,11,X3,0.04193212717655115
20,12,X3,0.014740964754309971
20,13,X3,0.08014430978801101
20,14,X3,0.04254957550438121
20,15,X3,0.01891237466043094
20,16,X3,0.025847062817774713
20,17,X3,0.07640396564966068
20,18,X3,0.06026408958132379
20,19,X3,0.04877136668073945
21,0,,0.1450558314099908
21,1,,0.08164517767727375
21,2,,0.1631208541803062
21,3,,0.12093785777688026
21,4,,0.2795070447027683
21,5,X3,0.15730539115611464
21,6,X3,0.145966731273802
21,7,X3,0.11709763680119067
21,8,X3,0.0979301725528785
21,9,X3,0.03566880355356261
21,10,X3,0.06867816357407719
21,11,X3,0.021250831730867503
21,12,X3,0.026573116061626934
21,13,X3,0.07587042831801227
21,14,X3,0.09833023516694084
21,15,X3,0.12042948909220286
21,16,X3,0.08873291529744165
21,17,X3,0.10531572750187479
21,18,X3,0.07579998885921668
21,19,X3,0.05030589200032409
22,0,,0.6364802569150925
22,1,,0.12929287366569042
22,2,,0.04752163798548281
22,3,,0.08377350028604269
22,4,,0.03306028852239251
22,5,X3,0.19174353327252902
22,6,X3,0.04866591130848974
22,7,X3,0.14631011584424414
22,8,X3,0.04176680151886103
22,9,X3,0.05138242767134216
22,10,X3,0.07363159073611314
22,11,X3,0.05976302622730145
22,12,X3,0.1945618997542624
22,13,X3,0.12195322518527973
22,14,X3,0.10031795029044588
22,15,X3,0.06414972359380045
22,16,X3,0.06711025300228357
22,17,X3,0.03188341335749101
22,18,X3,0.17286329709168058
22,19,X3,0.032129872475479715
23,0,,0.21418017148971558
23,1,,0.07495376514270902
23,2,,0.12200296483933926
23,3,,0.09100746922194958
23,4,,0.1100636376067996
23,5,X3,0.10152380767976865
23,6,X3,0.356935141608119
23,7,X3,0.14426115358946845
23,8,X3,0.0429171031973965
23,9,X3,0.022028907558706123
23,10,X3,0.07962736318586394
23,11,X3,0.09113359049661085
23,12,X3,0.08167725626844913
23,13,X3,0.10743554210057482
23,14,X3,0.15376640012254938
23,15,X3,0.026404493488371372
23,16,X3,0.01970505415374646
23,17,X3,0.029642953217262402
23,18,X3,0.06370452680857852
23,19,X3,0.006162905348901404
24,0,,0.25729135517030954
24,1,,0.26493952609598637
24,2,,0.26708111725747585
24,3,,0.20418520271778107
24,4,,0.21471491269767284
24,5,X3,0.08695254713529721
24,6,X3,0.021969174849800766
24,7,X3,0.3274976664688438
24,8,X3,0.11598578948178329
24,9,X3,0.013603180981590413
24,10,X3,0.18210623425693484
24,11,X3,0.19665174616966397
24,12,X3,0.03929441701620817
24,13,X3,0.10951242165174335
24,14,X3,0.11057206844270695
24,15,X3,0.08407185593387112
24,16,X3,0.07859173056203872
24,17,X3,0.15307445538928732
24,18,X3,0.03505936778674368
24,19,X3,0.015585550252581015
25,0,,0.15229836851358414
25,1,,0.18080703262239695
25,2,,0.1371827747207135
25,3,,0.26161856576800346
25,4,,0.028408030048012733
25,5,X3,0.03206449770368636
25,6,X3,0.05999242806137772
25,7,X3,0.0984895717119798
25,8,X3,0.04660572270222474
25,9,X3,0.008882589616405312
25,10,X3,0.07962037314428017
25,11,X3,0.030853945201670285
25,12,X3,0.040717256284551695
25,13,X3,0.06669117289129645
25,14,X3,0.010889464603678789
25,15,X3,0.08039604220539331
25,16,X3,0.02585151794482954
25,17,X3,0.015816937579074875
25,18,X3,0.16386711003724486
25,19,X3,0.007974408872541972
26,0,,0.17030193284153938
26,1,,0.15552475862205029
26,2,,0.20404979027807713
26,3,,0.23479201272130013
26,4,,0.21517221303656697
26,5,X3,0.2779223849065602
26,6,X3,0.10740191067452542
26,7,X3,0.05924253798730206
26,8,X3,0.015111008149688132
26,9,X3,0.042927825035803835
26,10,X3,0.020430216856766492
26,11,X3,0.20813378714956343
26,12,X3,0.07678192894672975
26,13,X3,0.060189363663084805
26,14,X3,0.02588276677124668
26,15,X3,0.02184095921984408
26,16,X3,0.15750916459364817
26,17,X3,0.035080886402283795
26,18,X3,0.08231533478829078
26,19,X3,0.06860059651080519
27,0,,0.11867574136704206
27,1,,0.21033695712685585
27,2,,0.3912575524300337
27,3,,0.18129027355462313
27,4,,0.04823353700339794
27,5,X3,0.032618248951621354
27,6,X3,0.22927174635697156
27,7,X3,0.25786534765938995
27,8,X3,0.052224610990379006
27,9,X3,0.12833446967124473
27,10,X3,0.07150008120879647
27,11,X3,0.10587207990829484
27,12,X3,0.08797478641645284
27,13,X3,0.0692782182177325
27,14,X3,0.036706459314700624
27,15,X3,0.22545906422601547
27,16,X3,0.003957875865353344
27,17,X3,0.0068211856960260775
27,18,X3,0.17132840040176234
27,19,X3,0.07658058999504647
28,0,,0.11454342305660248
28,1,,0.27001048251986504
28,2,,0.23066817689687014
28,3,,0.08518248377367854
28,4,,0.14285191986709833
28,5,X3,0.10865538108191686
28,6,X3,0.14641080716683064
28,7,X3,0.03680593628814677
28,8,X3,0.09052763589716051
28,9,X3,0.05602766030187922
28,10,X3,0.1658140123472549
28,11,X3,0.2048349632495956
28,12,X3,0.03874860398173041
28,13,X3,0.009941152537521702
28,14,X3,0.056941784805530915
28,15,X3,0.11169408302521333
28,16,X3,0.040176071197493
28,17,X3,0.02765425907273311
