episode,step,total_loss,loss_X1,loss_X2,loss_X5,loss_X6,loss_X7,loss_X8,loss_X10,loss_X11,loss_X12,loss_X13,loss_X14,loss_X15,loss_X16,loss_X17,loss_X18,loss_X19,loss_X20,loss_X21,loss_X22,loss_X23,loss_X24,loss_X25,loss_X26,loss_X27,loss_X28,loss_X29,loss_X30,loss_X31,loss_X32,loss_X33,loss_X34,loss_X35,loss_X36,loss_X37,loss_X38,loss_X39,loss_X40,loss_X41,loss_X42,loss_X43,loss_X44,loss_X45,loss_X46,loss_X47,loss_X48,loss_X49,loss_X50,loss_X9
0,0,92.0386026084423,1.0162113904953003,1.0037075281143188,1.0811985731124878,0.9573129415512085,1.058958888053894,0.9555654525756836,1.458472728729248,2.950350046157837,1.1879255771636963,3.9912595748901367,1.7262966632843018,1.1977381706237793,1.1244478225708008,1.9273786544799805,1.9833858013153076,0.728623628616333,2.3221275806427,1.2508217096328735,1.2957626581192017,1.2581279277801514,3.9007985591888428,3.1132149696350098,1.2920316457748413,2.8771255016326904,1.3427180051803589,0.8648085594177246,3.0594334602355957,0.4979446232318878,2.078350782394409,3.0820086002349854,1.0427683591842651,2.2946884632110596,4.278679847717285,3.041274309158325,2.099837303161621,4.122903823852539,5.638044834136963,4.137437343597412,2.6354892253875732,0.9350848197937012,1.037965178489685,2.3771376609802246,2.6966793537139893,0.7730587124824524,1.525526762008667,1.8908164501190186,2.1789796352386475,1.6064863204956055
0,1,14.236701820418238,1.0227364301681519,1.0071567296981812,1.09124755859375,0.9843391180038452,1.0687822103500366,0.9671837687492371,1.4509884119033813,0.09608226269483566,0.04767530784010887,0.051468782126903534,0.06060005724430084,0.027458393946290016,0.02400665171444416,0.037601061165332794,1.0046882629394531,0.06580698490142822,0.031381793320178986,0.20593369007110596,0.6964367628097534,0.03393535315990448,0.0733204111456871,0.14333558082580566,0.027380984276533127,0.0849064365029335,0.04496902599930763,0.08750638365745544,0.1604321300983429,0.03183727711439133,2.071134567260742,0.5225959420204163,0.10587772727012634,0.20892824232578278,0.35307595133781433,0.46370598673820496,0.2598262131214142,0.7076283693313599,1.0149075984954834,0.2904309928417206,0.953018069267273,0.08318452537059784,0.04842077195644379,0.14098307490348816,0.15865352749824524,0.08605563640594482,0.4894389510154724,0.12418528646230698,0.4124463200569153,0.026162898167967796
0,2,16.826786663383245,1.014816164970398,1.0032223463058472,1.0943535566329956,0.9725031852722168,1.070092797279358,0.9661082625389099,1.5022377967834473,0.04962575435638428,0.024056123569607735,0.04098547250032425,0.06160489469766617,0.0276718158274889,0.022845452651381493,0.03674326837062836,1.1020166873931885,0.0654851496219635,0.02709372527897358,0.19792987406253815,0.6639642715454102,0.07038840651512146,0.30585554242134094,0.119489885866642,0.026122070848941803,0.07151788473129272,0.04680260270833969,0.17846791446208954,0.24905900657176971,0.03167908266186714,1.6424667835235596,0.28273993730545044,0.06156464293599129,0.22882495820522308,0.9573419094085693,0.8718551993370056,0.9335306286811829,1.4625027179718018,0.8133150339126587,0.5113929510116577,0.35474327206611633,0.1237160786986351,1.3109149932861328,0.050705958157777786,0.05559349060058594,0.07454770058393478,0.0780748501420021,0.6213750243186951,0.22022922337055206,0.025489363819360733
0,3,22.745321215316654,1.0155110359191895,1.003509521484375,1.0933789014816284,0.9632714986801147,1.0642447471618652,0.9599270224571228,1.5625540018081665,0.03745972737669945,0.023143364116549492,0.03510976955294609,0.028200281783938408,0.03134240582585335,0.024796413257718086,0.32651251554489136,0.9645503163337708,0.10330575704574585,0.05688774213194847,0.23379024863243103,0.7550313472747803,0.09726051241159439,0.2759247124195099,0.15292398631572723,0.03157364949584007,0.04689663648605347,0.07049240171909332,0.23504142463207245,0.32397446036338806,0.02684061788022518,1.7199026346206665,0.40542006492614746,0.03415277972817421,0.27334392070770264,2.0950417518615723,0.9833821058273315,1.227586269378662,1.7372167110443115,0.6094302535057068,0.5381678342819214,0.3285987377166748,0.1457510143518448,3.0674943923950195,0.11382107436656952,0.03962010517716408,0.6752485036849976,0.14329670369625092,0.5956429243087769,1.3240666389465332,0.024555956944823265
0,4,18.648453500121832,1.0161521434783936,1.003320336341858,1.0913033485412598,0.959349513053894,1.0627150535583496,0.9579189419746399,0.04261651635169983,0.03319168463349342,0.03639422357082367,0.031367115676403046,0.024131713435053825,0.028367873281240463,0.02794353850185871,0.992336630821228,0.05517270416021347,0.06447385251522064,0.026259770616889,0.46624162793159485,0.03803643584251404,0.023734772577881813,0.2294398695230484,0.11335272341966629,0.030816921964287758,0.027574626728892326,0.10174983739852905,0.03575276583433151,0.3753058612346649,0.0218284223228693,0.030086420476436615,0.28636449575424194,0.4547792673110962,0.36445319652557373,2.2834973335266113,1.2916241884231567,0.26851025223731995,1.6447972059249878,2.019242286682129,0.3457542359828949,0.30917587876319885,0.09915342181921005,1.3749722242355347,0.19832484424114227,0.39142560958862305,0.2660779356956482,0.20936214923858643,0.04371415823698044,2.7010161876678467,0.021880852058529854
0,5,20.431260292604566,1.0148664712905884,1.0030990839004517,1.0880969762802124,0.9600164890289307,1.0615036487579346,0.9600706100463867,0.04313507676124573,0.03555245324969292,0.03473776578903198,0.03327189013361931,0.02473442628979683,0.026040447875857353,0.02704918198287487,0.6784021258354187,0.0648159459233284,0.052184250205755234,0.05520496889948845,0.2576906383037567,0.03986523300409317,0.029883330687880516,0.20157165825366974,0.11170386523008347,0.025875285267829895,0.03664301335811615,0.10293812304735184,0.04636102914810181,0.22482097148895264,0.0989687442779541,0.02931644208729267,0.1926153153181076,0.40881475806236267,0.16834212839603424,1.6286557912826538,1.5072437524795532,0.27621060609817505,1.6062030792236328,2.375349283218384,0.4276840388774872,0.7026286721229553,0.11782346665859222,1.7530808448791504,0.2639872431755066,0.4606079161167145,0.27187108993530273,0.13079965114593506,0.028664331883192062,4.586620807647705,0.025759993121027946
0,6,21.707160159572958,1.0152673721313477,1.003188967704773,1.0883493423461914,0.9603977203369141,1.0630030632019043,0.9600526094436646,0.05053668096661568,0.03632483631372452,0.036984242498874664,0.033798858523368835,0.02531847357749939,0.027737338095903397,0.025535307824611664,0.7601422667503357,0.06897759437561035,0.04992711544036865,0.04542798548936844,0.2715957462787628,0.03660392761230469,0.031179919838905334,0.1747591644525528,0.1163577288389206,0.02529677003622055,0.03761313110589981,0.12460136413574219,0.052627600729465485,0.2514285147190094,0.1087731346487999,0.029844680801033974,0.3101804256439209,0.4638495445251465,0.14677664637565613,1.9723602533340454,1.3474600315093994,0.3317048251628876,1.7909250259399414,2.5001120567321777,0.30347558856010437,1.0071550607681274,0.06574296206235886,1.0015506744384766,0.30434858798980713,0.5854644179344177,0.48923400044441223,0.05000170320272446,0.03460165858268738,5.335541248321533,0.02723124995827675
0,7,19.678866209089755,1.015413761138916,1.0034152269363403,1.089279294013977,0.9582408666610718,1.0620720386505127,0.9585059881210327,0.0497044138610363,0.02888859435915947,0.04580986499786377,0.02558709867298603,0.02267799712717533,0.025329409167170525,0.025138381868600845,0.5867756009101868,0.12400508671998978,0.04875718429684639,0.06597114354372025,0.34458568692207336,0.025667810812592506,0.035263314843177795,0.10032901912927628,0.20732922852039337,0.020583612844347954,0.03716130554676056,0.17356178164482117,0.08029969781637192,0.17779789865016937,0.1373966485261917,0.026199201121926308,0.26962563395500183,0.406574547290802,0.2701358497142792,1.8983770608901978,1.480023980140686,0.8101939558982849,1.8686028718948364,0.9445755481719971,0.42304590344429016,0.9163528084754944,0.0797959566116333,1.002457857131958,0.4636348783969879,0.03464779257774353,0.420162171125412,0.2520669102668762,0.030200382694602013,4.450246810913086,0.02593987248837948
1,0,95.76695172786712,1.0162113904953003,1.0037075281143188,1.0811985731124878,0.9573129415512085,1.058958888053894,0.9555654525756836,1.9715503454208374,3.4812827110290527,1.7535077333450317,5.660500526428223,1.103538990020752,1.6450124979019165,1.1872037649154663,1.4960362911224365,1.5243443250656128,0.9212726354598999,2.766242504119873,1.8189588785171509,1.4097565412521362,1.1273829936981201,4.437329292297363,2.1299548149108887,1.4771783351898193,2.851762533187866,1.0584222078323364,1.086946964263916,2.71366024017334,0.5761892199516296,0.862179160118103,2.817173719406128,1.6613765954971313,2.4618008136749268,4.622676849365234,4.126715660095215,1.8153603076934814,3.6454379558563232,5.969000816345215,5.029365539550781,2.945216655731201,0.8233410716056824,0.6618350148200989,2.139305591583252,2.9904356002807617,0.8682524561882019,1.542055606842041,1.3810135126113892,2.219287872314453,1.7724956274032593
1,1,15.827863288670779,1.0298916101455688,1.005415916442871,1.0844604969024658,0.957511842250824,1.0608452558517456,0.956984281539917,2.080723285675049,0.049044083803892136,0.03052329272031784,0.0345422588288784,0.02709147520363331,0.02827589213848114,0.03544183447957039,0.14146780967712402,0.8764849305152893,0.07573597133159637,0.1060599535703659,0.20570221543312073,1.1197336912155151,0.030291011556982994,0.23428410291671753,0.05078013241291046,0.02768084406852722,0.06241961196064949,0.17477606236934662,0.05541415885090828,0.092991404235363,0.09629421681165695,0.486238956451416,0.2020985633134842,0.1968134343624115,0.3520839512348175,0.5876814723014832,0.2991885244846344,0.3107589781284332,1.677316665649414,1.2073837518692017,0.23379774391651154,0.8754722476005554,0.05354701355099678,1.457313060760498,0.09842385351657867,0.4577715992927551,0.09636693447828293,0.11508184671401978,0.03211682289838791,0.2090083658695221,0.02461938187479973
