method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
pev,42,30,1,5.541815586388111,5.541815586388111,1.8296733181923628,1.8296733181923628,47.31502056121826
