seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3013,10,family,scratch,120,2560,0.5373803468595998,0.2370311967247159,0.6875549219270418,
3013,10,family,warm,120,2560,0.29626332325358523,0.8299258300384784,0.0294320698611386,
3013,10,family,source_retrieval,120,2560,0.03331767310293023,0.03207448049720737,0.03393926940579167,0.5666666666666667
3013,10,family,source_mixture,120,2560,0.03085898133327841,0.032074480497206445,0.030251231751314396,0.6082426312415781
3013,10,family,scratch,200,2560,0.1908289595074188,0.30183981383722236,0.135323532342517,
3013,10,family,warm,200,2560,0.1419035077136515,0.3825671723253675,0.021571675407793457,
3013,10,family,source_retrieval,200,2560,0.02892907840228382,0.04438251963081721,0.021202357788017125,0.5666666666666667
3013,10,family,source_mixture,200,2560,0.02906203026077062,0.04438251963083091,0.02140178557574048,0.6082426312415781
3013,10,family,scratch,400,2560,0.04351262652825836,0.07923845712139,0.02564971123169254,
3013,10,family,warm,400,2560,0.016073664246031717,0.026382675748531446,0.010919158494781846,
3013,10,family,source_retrieval,400,2560,0.011347641903342223,0.012060120846075374,0.010991402431975645,0.5666666666666667
3013,10,family,source_mixture,400,2560,0.011314618346748122,0.012060120846075939,0.010941867097084215,0.6082426312415781
