step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X1,-5.0,50,15.145722031593323,25.66769676208496
1,X1,-5.0,100,15.90832568705082,26.782494616508483
2,X2,5.0,150,13.35713155567646,24.4229652762413
3,X2,4.397153854370117,240,5.8940036194399,4.445564579963683
4,X1,5.0,290,5.444298019632697,3.909375160932541
5,X1,3.987874746322632,340,5.193060767836869,3.8721635058522224
6,X2,-5.0,430,4.765270367264748,4.040358175337315
7,X2,-4.763333797454834,480,4.575122661888599,4.116904510557651
8,X1,-2.1810286045074463,530,4.447552619501948,3.5775516960769895
9,X4,-3.889268398284912,620,4.113558021374047,2.552848286181688
10,X2,-0.9249318838119507,670,3.9936322448775172,1.7167775571346284
11,X2,0.22858813405036926,720,3.876078423112631,1.3574473857879639
12,X2,-2.271761178970337,810,3.6506727430969477,1.1371623100712895
13,X2,1.830804467201233,860,3.5600383607670665,1.0114100884646178
14,X2,2.899678945541382,910,3.4733093390241265,0.9273582320660353
15,X2,1.9811986684799194,1000,3.306464963592589,0.8471332918852568
16,X2,4.511744976043701,1050,3.2289420841261744,0.8271522607654334
17,X2,5.0,1100,3.156122198328376,0.8084212116897107
18,X2,-1.4058183431625366,1190,3.0199360260739923,0.7712233463302255
19,X1,-1.7156383991241455,1240,2.95730147883296,0.7564485399052501
20,X2,-3.220886468887329,1290,2.897413178347051,0.7390871131792665
21,X1,1.7699707746505737,1380,2.7823117775842547,0.7093883272260427
22,X1,1.3999552726745605,1430,2.7304365914314985,0.6961887408047915
23,X2,-5.0,1480,2.6802965477108955,0.6843633310869337
24,X2,-3.8656563758850098,1570,2.5884306486696005,0.663947294279933
25,X2,2.508539915084839,1620,2.5455594090744853,0.6524948542937636
26,X2,-4.215448379516602,1670,2.5055351173505187,0.6415308652445675
27,X2,0.4385562241077423,1760,2.431836345233023,0.6202997852116823
28,X2,1.6043752431869507,1810,2.3974136831238866,0.6095340115949511
29,X1,4.207594871520996,1860,2.365326992236078,0.6017807448282838
30,X2,4.200108051300049,1950,2.3048745216801763,0.5850228372961284
31,X2,4.035171985626221,2000,2.277016619220376,0.5767649512737989
