method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
pev,42,30,1,5.653130475431681,5.647241178900003,7.23791463971138,6.906262720003724,44.509485483169556
