seed,method,episodes,K,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5
42,random_lookahead,171,4,2.126068063080311,1.0139719247817993,0.01656230539083481,0.03279298543930054,1.0148779153823853,0.047862932085990906
123,random_lookahead,171,4,1.956300012767315,0.8913624882698059,0.0293799489736557,0.05005278065800667,0.9495208859443665,0.03598390892148018
456,random_lookahead,171,4,2.0103196389973164,0.8820049166679382,0.04596354812383652,0.028988786041736603,1.0130573511123657,0.040305037051439285
789,random_lookahead,171,4,2.1825625970959663,0.9591318964958191,0.03651212528347969,0.07084103673696518,1.0540828704833984,0.06199466809630394
1011,random_lookahead,171,4,2.2265395782887936,1.0260573625564575,0.033899806439876556,0.048845063894987106,1.0307769775390625,0.08696036785840988
