episode,total_loss
1,12.062306940555573
10,4.602012995630503
20,2.571139346808195
30,2.094323744997382
40,1.966709933243692
50,1.9510254263877869
60,1.9266570210456848
70,1.9406176237389445
80,1.9211299773305655
90,1.929040632210672
100,1.915848657488823
110,1.948010427877307
120,1.9173678252846003
130,1.9577738214284182
140,1.9432536642998457
150,1.9687180183827877
160,1.9395731035619974
170,1.9730800054967403
