episode,total_loss
1,9.178022176027298
10,4.7381093837320805
20,2.8980195075273514
30,2.3675031773746014
40,2.2481479942798615
50,2.1857573091983795
60,2.1697490233927965
70,2.166079703718424
80,2.175455639138818
90,2.1939016059041023
100,2.2333383969962597
110,2.135030336678028
120,2.1815966982394457
130,2.164369845762849
140,2.1487181652337313
150,2.1788122467696667
160,2.1694323141127825
170,2.129573255777359
