episode,total_loss
1,11.7044198513031
10,4.395429376512766
20,2.9839151864871383
30,2.3841694686561823
40,2.224552749656141
50,2.1741138389334083
60,2.1421984108164907
70,2.107239704579115
80,2.1216165218502283
90,2.121491450816393
100,2.172303581610322
110,2.1552956998348236
120,2.1420634649693966
130,2.1325442418456078
140,2.143282786011696
150,2.1317538395524025
160,2.1554786525666714
170,2.22386122494936
