episode,total_loss
1,9.924802780151367
10,3.8417727649211884
20,2.5136427860707045
30,2.12991888448596
40,2.024583389982581
50,2.0661813262850046
60,2.1029027523472905
70,2.0823538303375244
80,2.10526530072093
90,2.0917105469852686
100,1.9972875881940126
110,1.982899285852909
120,1.97798553109169
130,1.978598915040493
140,1.9972141552716494
150,1.9908465687185526
160,2.0050730127841234
170,2.0022507403045893
