episode,step,target,value,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5,env_queries_executed,env_queries_candidate_probe,env_queries_observational,env_queries_total
0,0,X1,-0.21336803534706128,14.42575939744711,0.8746320009231567,6.02669095993042,2.640479803085327,4.777158260345459,0.10679837316274643,1406250,0,1800000,3206250
0,1,X4,1.3810092237409686,9.54478371143341,0.8837912082672119,3.122554302215576,1.0804131031036377,4.410908222198486,0.047116875648498535,1406250,0,1800000,3206250
0,2,X2,-0.09152426319324469,6.752054061740637,0.8790417909622192,1.1872068643569946,0.5656828284263611,4.0822272300720215,0.03789534792304039,1406250,0,1800000,3206250
0,3,X5,-1.0912981977302447,4.640598267316818,0.8825867772102356,0.01681208796799183,0.21628206968307495,3.5040125846862793,0.020904747769236565,1406250,0,1800000,3206250
0,4,X3,-1.895142009324223,4.3041198663413525,0.8771610260009766,0.012618955224752426,0.1513911932706833,3.245790481567383,0.017158210277557373,1406250,0,1800000,3206250
0,5,X1,-1.9169314517147384,4.018984030932188,0.8774051070213318,0.012130705639719963,0.10436832159757614,3.0098683834075928,0.015211513265967369,1406250,0,1800000,3206250
0,6,X4,0.21839575500991337,3.5492369644343853,0.8782349824905396,0.011569765396416187,0.04853406548500061,2.5975801944732666,0.01331795658916235,1406250,0,1800000,3206250
0,7,X2,1.064322019673173,3.3594030626118183,0.8770987391471863,0.011343026533722878,0.03874024748802185,2.4194202423095703,0.012800807133316994,1406250,0,1800000,3206250
0,8,X5,2.224044449955633,3.1913785114884377,0.877632737159729,0.011152125895023346,0.03274451941251755,2.257491111755371,0.012358017265796661,1406250,0,1800000,3206250
0,9,X3,-1.4192390218601436,2.9050001865252852,0.8759355545043945,0.010888051241636276,0.028410429134964943,1.9781004190444946,0.011665732599794865,1406250,0,1800000,3206250
0,10,X1,-1.9299265768090001,2.784865790978074,0.8758800625801086,0.010805283673107624,0.027049925178289413,1.8597162961959839,0.011414223350584507,1406250,0,1800000,3206250
0,11,X4,-1.3689343152053035,2.677504187449813,0.8760905861854553,0.010716649703681469,0.025832656770944595,1.7536619901657104,0.011202304624021053,1406250,0,1800000,3206250
0,12,X2,-3.0609798978340197,2.496310197748244,0.875694215297699,0.010576438158750534,0.02494376339018345,1.5742759704589844,0.010819810442626476,1406250,0,1800000,3206250
0,13,X5,0.539128690982503,2.420689547434449,0.8750044107437134,0.01053669210523367,0.0246628038585186,1.4998085498809814,0.010677090846002102,1406250,0,1800000,3206250
0,14,X3,-2.810624735337327,2.35414507240057,0.8753712177276611,0.010502060875296593,0.023877544328570366,1.4338518381118774,0.010542411357164383,1406250,0,1800000,3206250
0,15,X1,-0.4090982955561273,2.24406476598233,0.8759311437606812,0.01047337707132101,0.02128765545785427,1.3260458707809448,0.010326718911528587,1406250,0,1800000,3206250
0,16,X4,-2.907658118162255,2.1996123995631933,0.8755183815956116,0.010465636849403381,0.02022756263613701,1.2827668190002441,0.010633999481797218,1406250,0,1800000,3206250
0,17,X2,0.14420291336762947,2.1603647395968437,0.8754875659942627,0.010459239594638348,0.01905207149684429,1.245224952697754,0.010140909813344479,1406250,0,1800000,3206250
0,18,X5,-3.26170140329602,2.0978988828137517,0.875190019607544,0.010462356731295586,0.017289606854319572,1.1850628852844238,0.009894014336168766,1406250,0,1800000,3206250
0,19,X3,1.6446050879159166,2.073473634198308,0.8752564787864685,0.010468441061675549,0.01636325754225254,1.1615166664123535,0.00986879039555788,1406250,0,1800000,3206250
0,20,X1,2.2123253658416067,2.05246246419847,0.8752591609954834,0.010468256659805775,0.014979156665503979,1.1419050693511963,0.009850820526480675,1406250,0,1800000,3206250
0,21,X4,-4.167625841372949,2.021027064882219,0.8752531409263611,0.01049366407096386,0.01347136776894331,1.1120543479919434,0.009754544124007225,1406250,0,1800000,3206250
0,22,X2,0.927784653185256,2.010063006542623,0.8756293058395386,0.010501403361558914,0.013028109446167946,1.1011699438095093,0.009734244085848331,1406250,0,1800000,3206250
0,23,X5,4.512777813950425,2.001009264960885,0.8756604790687561,0.010518813505768776,0.012675006873905659,1.0924373865127563,0.009717578999698162,1406250,0,1800000,3206250
0,24,X3,2.334086214646681,1.9869609149172902,0.8751990795135498,0.010533304885029793,0.012266615405678749,1.0792584419250488,0.009703473187983036,1406250,0,1800000,3206250
1,0,X1,-0.5028258943321626,11.181161284446716,0.8746320009231567,3.230633497238159,2.1044182777404785,4.777276515960693,0.19420099258422852,1406250,0,1800000,3206250
