loss,preference_margin,ref_margin,kl_from_ref,sigmoid_input,winner_target,loser_target
0.6931471824645996,0.0,0.0,0.0,0.0,X2,X2
0.6931471824645996,0.0,0.0,-0.041015625,0.0,X2,X2
0.6931471824645996,0.0,0.0,-0.0390625,0.0,X2,X2
0.6931471824645996,0.0,0.0,0.001953125,0.0,X2,X2
0.6931471824645996,0.0,0.0,-0.02392578125,0.0,X2,X2
0.6931471824645996,0.0,0.0,0.000732421875,0.0,X2,X2
0.6928542852401733,-406.41845703125,-406.42431640625,0.01025390625,0.005859375,X2,X1
0.6931471824645996,0.0,0.0,286.2763671875,0.0,X2,X2
0.6931471824645996,0.0,0.0,361.38720703125,0.0,X2,X2
0.6931471824645996,0.0,0.0,403.6204833984375,0.0,X2,X2
0.6931471824645996,0.0,0.0,463.2236328125,0.0,X2,X2
28.284900665283203,124.6671142578125,407.51611328125,370.26495361328125,-282.8489990234375,X1,X2
24.33038330078125,178.39013671875,421.6939697265625,244.15582275390625,-243.3038330078125,X1,X2
17.46681022644043,233.0355224609375,407.70361328125,189.92449951171875,-174.6680908203125,X1,X2
16.628747940063477,269.96240234375,436.2498779296875,99.00225830078125,-166.2874755859375,X1,X2
11.082559585571289,323.826416015625,434.65185546875,50.2073974609375,-110.825439453125,X1,X2
0.6931471824645996,0.0,0.0,-34.784912109375,0.0,X2,X2
6.49027681350708,366.245361328125,431.1329345703125,-150.52020263671875,-64.8875732421875,X1,X2
0.6931471824645996,0.0,0.0,-267.7646484375,0.0,X2,X2
0.6931471824645996,0.0,0.0,-408.9072265625,0.0,X2,X2
0.6931471824645996,0.0,0.0,-478.630126953125,0.0,X2,X2
1.069622278213501,400.950927734375,407.4443359375,-550.8966064453125,-6.493408203125,X1,X2
0.6931471824645996,0.0,0.0,-706.037353515625,0.0,X2,X2
0.6931471824645996,0.0,0.0,-845.1826171875,0.0,X2,X2
0.17315413057804108,439.021728515625,422.3642578125,-965.9036865234375,16.657470703125,X1,X2
0.6931471824645996,0.0,0.0,-923.3056640625,0.0,X2,X2
0.6931471824645996,0.0,0.0,-988.830078125,0.0,X2,X2
0.0018481850856915116,493.033935546875,430.107666015625,-995.3349609375,62.92626953125,X1,X2
0.6931471824645996,0.0,0.0,-1129.287841796875,0.0,X2,X2
0.6931471824645996,0.0,0.0,-1150.892822265625,0.0,X2,X2
0.6931471824645996,0.0,0.0,-1299.52099609375,0.0,X2,X2
1.1318537218585334e-07,555.4306640625,395.48828125,-1280.820556640625,159.9423828125,X1,X2
0.6931471824645996,0.0,0.0,-1414.288818359375,0.0,X2,X2
9.595345181878656e-05,498.84716796875,406.3311767578125,-1383.67724609375,92.5159912109375,X1,X2
0.6931471824645996,0.0,0.0,-1471.771240234375,0.0,X2,X2
4.7094226829358377e-07,575.341796875,429.656494140625,-1371.0396728515625,145.685302734375,X1,X2
0.6931471824645996,0.0,0.0,-1451.6826171875,0.0,X2,X2
0.6931471824645996,0.0,0.0,-1533.26904296875,0.0,X2,X2
2.1508981262741145e-07,555.70556640625,402.1834716796875,-1525.3857421875,153.5220947265625,X1,X2
0.6931471824645996,0.0,0.0,-1602.14306640625,0.0,X2,X2
0.6931471824645996,0.0,0.0,-1612.1103515625,0.0,X2,X2
2.5412870741092775e-07,588.485107421875,436.630859375,-1535.3189697265625,151.854248046875,X1,X2
0.6931471824645996,0.0,0.0,-1625.290771484375,0.0,X2,X2
0.6931471824645996,0.0,0.0,-1609.009521484375,0.0,X2,X2
1.742531594572938e-07,586.29638671875,430.6688232421875,-1568.005859375,155.6275634765625,X1,X2
0.6931471824645996,0.0,0.0,-1696.77001953125,0.0,X2,X2
1.1148239536851179e-05,396.444580078125,282.40234375,-1626.1478271484375,114.042236328125,X2,X2
2.553351237111201e-07,577.74951171875,425.942626953125,-1601.6810302734375,151.806884765625,X1,X2
