episode,step,total_loss,loss_X1,loss_X4,loss_X2,loss_X3,loss_X5
0,0,32.53617572784424,1.0352318286895752,5.620054721832275,22.640764236450195,6.183517456054688,2.3808367252349854
0,1,18.733673810958862,1.0352318286895752,4.667865753173828,10.123440742492676,6.80806827545166,0.6615452766418457
0,2,4.963273173570633,1.0352318286895752,3.882932662963867,0.2519740760326385,3.1765811443328857,0.5510850548744202
0,3,5.18595135807991,1.0352318286895752,3.2453501224517822,0.3060791790485382,3.5238823890686035,0.499873399734497
0,4,2.956099086999893,1.035192370414734,2.3053572177886963,0.0590506494045257,1.7597851753234863,0.469153344631195
0,5,2.534585194289684,1.0352191925048828,1.9656298160552976,0.0440351590514183,1.4036613702774048,0.4867188632488251
0,6,2.2749246023595333,1.035142421722412,1.705270528793335,0.0359202586114406,1.4378312826156616,0.2530904710292816
0,7,1.9539575509727,1.0351473093032837,1.3676825761795044,0.0308865420520305,1.2566899061203003,0.1858151257038116
0,8,2.0235726810991763,1.035167574882507,1.2609244585037231,0.0294236131012439,1.3800102472305298,0.1549204140901565
0,9,1.8191658809781075,1.035167574882507,1.190420627593994,0.0323130711913108,1.1658662557601929,0.1758689135313034
0,10,1.7071119584143162,1.0351428985595703,1.1073460578918457,0.02173787727952,1.013727784156799,0.2431485056877136
0,11,1.648446983471513,1.0351427793502808,1.0812581777572632,0.0241598132997751,1.0247946977615356,0.1762122809886932
0,12,1.5022779155522583,1.0351428985595703,1.0661052465438845,0.0109404791146516,0.8728867173194885,0.1982010900974273
0,13,1.497944734431803,1.0352250337600708,1.046717405319214,0.0108836600556969,0.877149224281311,0.1935233622789383
0,14,1.41730034686625,1.035232424736023,1.041335105895996,0.0096709076315164,0.8266301155090332,0.1656858175992965
0,15,1.4779724813997746,1.035232424736023,1.0402090549468994,0.0094747431576251,0.8468650579452515,0.2065443843603134
0,16,1.4052745100110768,1.0352177619934082,1.0376328229904177,0.0108658131211996,0.7803387641906738,0.1994998157024383
0,17,1.7546618768945337,1.035170316696167,1.0383789539337158,0.0101248631253838,0.4259802997112274,0.9038468599319458
