seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3009,10,family,scratch,120,2560,0.33248009539693185,0.46429906530415366,0.2665706104433211,
3009,10,family,warm,120,2560,0.2236448288198196,0.6016509716079905,0.03464175742573413,
3009,10,family,source_retrieval,120,2560,0.04613801655653641,0.06510022123387574,0.03665691421786675,0.5
3009,10,family,source_mixture,120,2560,0.0454233125138651,0.06510022123387574,0.03558485815385977,0.5942373711601944
3009,10,family,scratch,200,2560,0.21793768117359574,0.28079564999018436,0.1865086967653014,
3009,10,family,warm,200,2560,0.08850713582736301,0.1859041112380784,0.039808648122005345,
3009,10,family,source_retrieval,200,2560,0.042425124859644274,0.043325467940619415,0.04197495331915671,0.5
3009,10,family,source_mixture,200,2560,0.042026822494167546,0.043325467940619415,0.041377499770941614,0.5942373711601944
3009,10,family,scratch,400,2560,0.029743111124054134,0.03159641294235842,0.02881646021490199,
3009,10,family,warm,400,2560,0.02210420833540266,0.04564903386556428,0.010331795570321854,
3009,10,family,source_retrieval,400,2560,0.012487730246793359,0.016598503047802294,0.010432343846288893,0.5
3009,10,family,source_mixture,400,2560,0.012443617000587083,0.016598503047802294,0.01036617397697948,0.5942373711601944
