step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X9,5.0,50,13.42505507543683,54.678734705224635
1,X8,-4.504528045654297,100,6.371799703687429,21.715029280632734
2,X9,-4.86570405960083,150,6.259024502709508,19.117360778152943
3,X13,-4.801511287689209,240,5.689160635694861,11.282566309347748
4,X13,5.0,290,5.624877493828535,9.139859321713448
5,X6,4.142070770263672,340,5.571659382432699,8.345916794613004
6,X12,-4.295612335205078,430,5.501528184860945,6.87797064371407
7,X6,-2.8533196449279785,480,5.483155423775315,5.75747048817575
8,X3,-3.4273903369903564,530,5.467982541769743,5.453971444815397
9,X14,-5.0,620,5.460082413628697,4.973613827303052
10,X4,-5.0,670,5.472596390172839,4.262305364385247
11,X6,-4.5695481300354,720,5.45393056422472,4.1469622261822225
12,X10,-5.0,810,5.446767996996641,3.9816179886460303
13,X2,-5.0,860,5.446667114272714,3.787012156099081
14,X4,5.0,910,5.44908051751554,3.2427897393703464
15,X2,5.0,1000,5.4383427537977695,2.9860308147966865
16,X20,-5.0,1050,5.4383155554533005,2.946115649864078
17,X11,4.635199069976807,1100,5.440158320590854,2.960364302992821
18,X11,-4.195367336273193,1190,5.440454352647066,2.7790242534130813
19,X19,-5.0,1240,5.442675264552236,2.704118150100112
20,X8,5.0,1290,5.441808708012104,2.660621462762356
21,X20,5.0,1380,5.44172408990562,2.556847255676985
22,X17,5.0,1430,5.441183507442474,2.531842572242022
23,X17,-5.0,1480,5.439325995743275,2.505171188339591
24,X7,-5.0,1570,5.4392911195755005,2.4064918618649247
25,X11,2.0679173469543457,1620,5.4402870293706656,2.3654145628213885
26,X10,5.0,1670,5.438995474949479,2.348282550275326
27,X3,-5.0,1760,5.438051752746105,2.2963975813239816
28,X9,3.699568510055542,1810,5.439502019435167,2.266247230395675
29,X12,3.416557788848877,1860,5.441440012305975,2.2465533033013347
30,X13,-1.0278773307800293,1950,5.442328682169318,2.252593062072992
31,X9,-3.41487979888916,2000,5.443383276462555,2.204656244441867
