episode,episode_final_loss
0,5.807848544791341
1,5.85124353505671
2,5.807084595784545
3,5.820994555950165
4,5.833423227071762
5,5.815640417858958
6,5.858532898128033
7,5.820836525410414
8,5.838696649298072
9,5.8597907070070505
10,5.801388552412391
11,5.846871417015791
12,5.832356778904796
13,5.783413784578443
14,5.792384825646877
15,5.832931198179722
16,5.826491843909025
17,5.8109103217720985
18,5.880032954737544
19,5.854218369349837
20,5.793859960511327
21,5.8362510446459055
22,5.7552403919398785
23,5.817725583910942
24,5.792376335710287
25,5.766665505245328
26,5.82707854360342
27,5.828434711322188
28,5.879704359918833
29,5.833107449114323
30,5.816154673695564
31,5.823894500732422
32,5.836928239092231
33,5.818305138498545
34,5.847970485687256
35,5.829015886411071
36,5.834107436239719
37,5.792765058577061
38,5.819474682211876
39,5.8174363896250725
40,5.79114069417119
41,5.8412321880459785
42,5.861203977838159
43,5.827952930703759
44,5.836530772969127
45,5.822479251772165
46,5.799093054607511
47,5.878841204568744
48,5.801951626315713
49,5.805605670437217
50,5.828929675742984
51,5.823268098756671
52,5.831032598391175
53,5.823517976328731
54,5.825820093974471
55,5.823129190132022
56,5.813766326755285
57,5.843519361689687
58,5.868121303617954
59,5.800678435713053
60,5.81194875203073
61,5.827299006283283
62,5.848259035497904
63,5.802065946161747
64,5.776645930483937
65,5.819220485165715
66,5.856927789747715
67,5.859427424147725
68,5.846436448395252
69,5.82403676956892
70,5.843570219352841
71,5.802210859954357
72,5.832220785319805
73,5.791301047429442
74,5.820172600448132
75,5.794183267280459
76,5.793739892542362
77,5.824483681470156
78,5.82937921769917
79,5.873056158423424
80,5.82614173181355
81,5.847678741440177
82,5.804013954475522
83,5.8266959823668
84,5.809664873406291
85,5.824603585526347
86,5.83963836915791
87,5.828509453684092
88,5.832997502759099
89,5.828249257057905
90,5.832705887034535
91,5.838202526792884
92,5.791712541133165
93,5.815484007820487
94,5.882646920159459
95,5.819818140938878
96,5.850333411246538
97,5.849703820422292
98,5.826953783631325
99,5.8379206117242575
100,5.831420378759503
101,5.8429382890462875
102,5.843804821372032
103,5.821793477982283
104,5.798997942358255
105,5.777707725763321
106,5.8294917345047
107,5.808312758803368
108,5.805461443960667
109,5.876621752977371
110,5.806963883340359
111,5.864042412489653
112,5.852678244933486
113,5.830904703587294
114,5.833284065127373
115,5.796426545828581
116,5.799315683543682
117,5.815820822492242
118,5.816080056130886
119,5.806134600192308
120,5.796220853924751
121,5.816140981391072
122,5.797470526769757
123,5.833757633343339
124,5.810746300965548
125,5.802359201014042
126,5.8011590372771025
127,5.818866956979036
128,5.816268373280764
129,5.823897561058402
130,5.811062175780535
131,5.815626943483949
132,5.812299482524395
133,5.787227366119623
134,5.795985102653503
135,5.852500680834055
136,5.833349855616689
137,5.802741147577763
138,5.836502866819501
139,5.8337407335639
140,5.8364128060638905
141,5.8086748123168945
142,5.818105574697256
143,5.846379719674587
144,5.8132488410919905
145,5.813263818621635
146,5.824262462556362
147,5.837155172601342
148,5.827481385320425
149,5.8019055016338825
