seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3018,10,coefficient,scratch,120,2560,0.5019462832442366,0.6657365194906476,0.4200511651210312,
3018,10,coefficient,warm,120,2560,0.07020757077632098,0.15489390008614548,0.027864406121408725,
3018,10,coefficient,source_retrieval,120,2560,0.07121126376351634,0.15814276963416965,0.027745510828189702,0.6
3018,10,coefficient,source_mixture,120,2560,0.07036657252413331,0.15673205597492643,0.027183830798736753,0.6406767178265547
3018,10,coefficient,scratch,200,2560,0.4264181612888539,0.625592316090769,0.3268310838878964,
3018,10,coefficient,warm,200,2560,0.051122306192113984,0.09889219816526056,0.02723736020554071,
3018,10,coefficient,source_retrieval,200,2560,0.052246971125746916,0.1028326110405966,0.0269541511683221,0.6
3018,10,coefficient,source_mixture,200,2560,0.05228906358210014,0.10254067758961727,0.027163256578341576,0.6406767178265547
3018,10,coefficient,scratch,400,2560,0.026067850495901348,0.021816704940995007,0.028193423273354522,
3018,10,coefficient,warm,400,2560,0.01565686953170704,0.01987480748893581,0.013547900553092651,
3018,10,coefficient,source_retrieval,400,2560,0.015982734365887732,0.020606635451711867,0.013670783822975669,0.6
3018,10,coefficient,source_mixture,400,2560,0.015923807915000632,0.020646167043726738,0.013562628350637578,0.6406767178265547
