seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3005,1,coefficient,scratch,120,2560,0.4616264445415455,0.04348736850386218,0.4760450333704311,
3005,1,coefficient,warm,120,2560,0.036192475884909876,0.04510943723286058,0.035884994459118476,
3005,1,coefficient,source_retrieval,120,2560,0.03897945975333682,0.04289347196814446,0.038844493814895166,0.7666666666666667
3005,1,coefficient,source_mixture,120,2560,0.036770773493830816,0.04285056615169587,0.03656112547114582,0.8455339224059827
3005,1,coefficient,scratch,200,2560,0.3202044459736551,0.20487500704798162,0.3241813231779887,
3005,1,coefficient,warm,200,2560,0.026698654170743956,0.05823511730642705,0.025611189924685918,
3005,1,coefficient,source_retrieval,200,2560,0.028145075561324475,0.07932659313994114,0.02638019564482045,0.7666666666666667
3005,1,coefficient,source_mixture,200,2560,0.02744944923332884,0.07910408244776533,0.025668254984555168,0.8455339224059827
3005,1,coefficient,scratch,400,2560,0.028161273474906708,0.020320599246880497,0.0284316415517352,
3005,1,coefficient,warm,400,2560,0.0136166683520445,0.014700224042418948,0.01357930436272124,
3005,1,coefficient,source_retrieval,400,2560,0.013764270871444165,0.020079991137230045,0.013546487414003274,0.7666666666666667
3005,1,coefficient,source_mixture,400,2560,0.01378477701782502,0.020030744191602355,0.01356939883941891,0.8455339224059827
