job_id	job_name	revision	output	submitted_at
33002475	acer_persist_hom30_nonleaf_random_ens_s1000	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1000	2026-09-26T08:30:43-06:00
33002476	acer_persist_hom30_nonleaf_random_ens_s1001	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1001	2026-09-26T08:30:43-06:00
33002477	acer_persist_hom30_nonleaf_random_ens_s1002	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1002	2026-09-26T08:30:43-06:00
33002478	acer_persist_hom30_nonleaf_random_ens_s1003	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1003	2026-09-26T08:30:44-06:00
33002479	acer_persist_hom30_nonleaf_random_ens_s1004	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1004	2026-09-26T08:30:44-06:00
33002480	acer_persist_hom30_nonleaf_random_ens_s1005	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1005	2026-09-26T08:30:44-06:00
33002481	acer_persist_hom30_nonleaf_random_ens_s1006	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1006	2026-09-26T08:30:44-06:00
33002482	acer_persist_hom30_nonleaf_random_ens_s1007	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1007	2026-09-26T08:30:44-06:00
33002483	acer_persist_hom30_nonleaf_random_ens_s1008	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1008	2026-09-26T08:30:44-06:00
33002484	acer_persist_hom30_nonleaf_random_ens_s1009	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1009	2026-09-26T08:30:45-06:00
33002485	acer_persist_hom30_nonleaf_random_ens_s1010	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1010	2026-09-26T08:30:45-06:00
33002486	acer_persist_hom30_nonleaf_random_ens_s1011	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1011	2026-09-26T08:30:45-06:00
33002487	acer_persist_hom30_nonleaf_random_ens_s1012	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1012	2026-09-26T08:30:45-06:00
33002488	acer_persist_hom30_nonleaf_random_ens_s1013	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1013	2026-09-26T08:30:45-06:00
33002489	acer_persist_hom30_nonleaf_random_ens_s1014	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1014	2026-09-26T08:30:45-06:00
33002490	acer_persist_hom30_nonleaf_random_ens_s1015	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1015	2026-09-26T08:30:45-06:00
33002491	acer_persist_hom30_nonleaf_random_ens_s1016	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1016	2026-09-26T08:30:45-06:00
33002492	acer_persist_hom30_nonleaf_random_ens_s1017	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1017	2026-09-26T08:30:46-06:00
33002493	acer_persist_hom30_nonleaf_random_ens_s1018	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1018	2026-09-26T08:30:46-06:00
33002494	acer_persist_hom30_nonleaf_random_ens_s1019	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_random_ens/seed_1019	2026-09-26T08:30:46-06:00
33002495	acer_persist_hom30_nonleaf_coverage_ens_s1000	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1000	2026-09-26T08:30:46-06:00
33002496	acer_persist_hom30_nonleaf_coverage_ens_s1001	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1001	2026-09-26T08:30:46-06:00
33002497	acer_persist_hom30_nonleaf_coverage_ens_s1002	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1002	2026-09-26T08:30:46-06:00
33002498	acer_persist_hom30_nonleaf_coverage_ens_s1003	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1003	2026-09-26T08:30:46-06:00
33002499	acer_persist_hom30_nonleaf_coverage_ens_s1004	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1004	2026-09-26T08:30:47-06:00
33002500	acer_persist_hom30_nonleaf_coverage_ens_s1005	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1005	2026-09-26T08:30:47-06:00
33002501	acer_persist_hom30_nonleaf_coverage_ens_s1006	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1006	2026-09-26T08:30:47-06:00
33002502	acer_persist_hom30_nonleaf_coverage_ens_s1007	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1007	2026-09-26T08:30:47-06:00
33002503	acer_persist_hom30_nonleaf_coverage_ens_s1008	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1008	2026-09-26T08:30:47-06:00
33002504	acer_persist_hom30_nonleaf_coverage_ens_s1009	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1009	2026-09-26T08:30:47-06:00
33002505	acer_persist_hom30_nonleaf_coverage_ens_s1010	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1010	2026-09-26T08:30:47-06:00
33002506	acer_persist_hom30_nonleaf_coverage_ens_s1011	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1011	2026-09-26T08:30:48-06:00
33002507	acer_persist_hom30_nonleaf_coverage_ens_s1012	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1012	2026-09-26T08:30:48-06:00
33002508	acer_persist_hom30_nonleaf_coverage_ens_s1013	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1013	2026-09-26T08:30:48-06:00
33002509	acer_persist_hom30_nonleaf_coverage_ens_s1014	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1014	2026-09-26T08:30:48-06:00
33002510	acer_persist_hom30_nonleaf_coverage_ens_s1015	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1015	2026-09-26T08:30:48-06:00
33002511	acer_persist_hom30_nonleaf_coverage_ens_s1016	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1016	2026-09-26T08:30:48-06:00
33002512	acer_persist_hom30_nonleaf_coverage_ens_s1017	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1017	2026-09-26T08:30:48-06:00
33002513	acer_persist_hom30_nonleaf_coverage_ens_s1018	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1018	2026-09-26T08:30:48-06:00
33002514	acer_persist_hom30_nonleaf_coverage_ens_s1019	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/nonleaf_coverage_ens/seed_1019	2026-09-26T08:30:49-06:00
33002515	acer_persist_hom30_pev_s1000	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1000	2026-09-26T08:30:49-06:00
33002516	acer_persist_hom30_pev_s1001	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1001	2026-09-26T08:30:49-06:00
33002517	acer_persist_hom30_pev_s1002	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1002	2026-09-26T08:30:49-06:00
33002518	acer_persist_hom30_pev_s1003	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1003	2026-09-26T08:30:49-06:00
33002519	acer_persist_hom30_pev_s1004	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1004	2026-09-26T08:30:49-06:00
33002520	acer_persist_hom30_pev_s1005	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1005	2026-09-26T08:30:49-06:00
33002521	acer_persist_hom30_pev_s1006	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1006	2026-09-26T08:30:50-06:00
33002522	acer_persist_hom30_pev_s1007	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1007	2026-09-26T08:30:50-06:00
33002523	acer_persist_hom30_pev_s1008	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1008	2026-09-26T08:30:50-06:00
33002524	acer_persist_hom30_pev_s1009	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1009	2026-09-26T08:30:50-06:00
33002525	acer_persist_hom30_pev_s1010	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1010	2026-09-26T08:30:50-06:00
33002526	acer_persist_hom30_pev_s1011	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1011	2026-09-26T08:30:50-06:00
33002527	acer_persist_hom30_pev_s1012	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1012	2026-09-26T08:30:50-06:00
33002528	acer_persist_hom30_pev_s1013	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1013	2026-09-26T08:30:51-06:00
33002529	acer_persist_hom30_pev_s1014	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1014	2026-09-26T08:30:51-06:00
33002530	acer_persist_hom30_pev_s1015	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1015	2026-09-26T08:30:51-06:00
33002531	acer_persist_hom30_pev_s1016	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1016	2026-09-26T08:30:51-06:00
33002532	acer_persist_hom30_pev_s1017	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1017	2026-09-26T08:30:51-06:00
33002533	acer_persist_hom30_pev_s1018	01a6eccf5e4b03e42ecdd7ef61b6cf327c1a9cc9	/scratch/alpine/paco0228/ACE/results/research_persistent_confirmation_v1/hom30/pev/seed_1018	2026-09-26T08:30:51-06:00
