seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3017,1,coefficient,scratch,120,2560,0.48081122392732234,0.3935541929889302,0.483820087063129,
3017,1,coefficient,warm,120,2560,0.03879113499244084,0.15648694319339226,0.03473265884758046,
3017,1,coefficient,source_retrieval,120,2560,0.04236378726427915,0.19271174352103976,0.03717937497956327,0.8
3017,1,coefficient,source_mixture,120,2560,0.042073419575981444,0.1926825639585225,0.03688000080416969,0.878327770500953
3017,1,coefficient,scratch,200,2560,0.2840256815813301,0.03215477462810961,0.29271088526937217,
3017,1,coefficient,warm,200,2560,0.027335180709902155,0.05911510230639423,0.026239321344505875,
3017,1,coefficient,source_retrieval,200,2560,0.02839322633633967,0.05045015107133527,0.027632642724788093,0.8
3017,1,coefficient,source_mixture,200,2560,0.027144197601532655,0.05045377085548351,0.026340419213465385,0.878327770500953
3017,1,coefficient,scratch,400,2560,0.027580903905416267,0.01032580946162252,0.028175907162098807,
3017,1,coefficient,warm,400,2560,0.012419071122211753,0.00617847274146595,0.012634264169823679,
3017,1,coefficient,source_retrieval,400,2560,0.012821357097817624,0.006537381482113929,0.013038045912152236,0.8
3017,1,coefficient,source_mixture,400,2560,0.012593275441974111,0.006537021140530915,0.012802111797196291,0.878327770500953
