step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X20,4.665873085424435,50,8.463356293737888,22.244029941409828
1,X19,-1.0939081166461282,100,6.59097757935524,15.024507742375135
2,X3,1.174050474978059,150,6.024603523313999,15.816100061312317
3,X25,3.8648089857281214,240,5.756520666182041,16.438347443938255
4,X14,-0.11085711519535213,290,5.660119781270623,16.659412774443627
5,X6,-4.156244659527867,340,5.6310569029301405,17.685421372950078
6,X20,-4.57788241929409,430,5.577767360955477,13.927623127028346
7,X7,-3.734106109283384,480,5.559349300339818,12.97587673701346
8,X8,2.3051654838370066,530,5.550921741873026,11.082276086881757
9,X25,1.166368110894794,620,5.526411302387714,10.300235546007752
10,X22,3.130286733791074,670,5.519793761894107,9.88512535393238
11,X5,0.7200528333447487,720,5.516709603369236,9.844183862581849
12,X3,-1.3706316179071965,810,5.514538574963808,9.53433515690267
13,X13,1.4664561944682006,860,5.513638833537698,9.404951310902835
14,X19,-2.995280522529611,910,5.513492599129677,8.32248583175242
15,X7,-2.7030861790130887,1000,5.511934766545892,8.019375091791153
16,X7,1.8348024514940953,1050,5.510241501033306,7.687596628442407
17,X17,-1.827177415403065,1100,5.509180773049593,7.771325343102217
18,X1,-1.8635151697786192,1190,5.505523858591914,7.832388089224697
19,X13,3.185280052377223,1240,5.505479857325554,7.907065258175135
20,X18,2.8445254332738426,1290,5.504609743133187,7.7966299831867225
21,X18,-0.10257372850796642,1380,5.504734486341476,7.7602952472865585
22,X20,1.2849230346021265,1430,5.505684917792678,7.7693491414189335
23,X20,-2.5820077618234727,1480,5.506030164659023,8.074650371074677
24,X6,-3.6097639614007884,1570,5.503597140312195,8.006486370041966
25,X22,4.4693674000876165,1620,5.5031578205525875,7.988349448144436
26,X9,-2.27686713489337,1670,5.503145577386022,7.504553379118443
27,X25,2.7854023970140567,1760,5.504043810069561,7.60910170301795
28,X14,1.9583093957374835,1810,5.50459897890687,7.550945871695876
29,X7,0.611672563788261,1860,5.503618381917477,7.55581870675087
30,X8,-2.2976625067319367,1950,5.50343063287437,7.65294657126069
31,X13,-0.36350864715732634,2000,5.502743531018496,7.730846170708537
