episode,step,regime,train_loss,eval_loss
0,0,mixed,0.8460552096366882,0.8466188907623291
0,1,mixed,0.7561396956443787,0.6175492405891418
0,2,mixed,0.3852106034755707,0.522005021572113
0,3,mixed,0.5579206347465515,0.44183844327926636
0,4,mixed,0.5014095902442932,0.3420945405960083
0,5,great_inflation,0.23922863602638245,0.33260661363601685
0,6,great_inflation,0.25017303228378296,0.3515247702598572
0,7,great_inflation,0.23212213814258575,0.4367005228996277
0,8,great_inflation,0.22807632386684418,0.39581334590911865
0,9,great_inflation,0.1717645674943924,0.5170681476593018
0,10,great_moderation,0.10932105034589767,0.7290970683097839
0,11,great_moderation,0.0892309695482254,0.5449028611183167
0,12,great_moderation,0.0505790077149868,0.618708074092865
0,13,great_moderation,0.03972730040550232,0.6980078220367432
0,14,great_moderation,0.032574426382780075,0.5472348928451538
0,15,great_recession,0.11831991374492645,0.2801521420478821
0,16,post_crisis,0.06532733887434006,0.38917282223701477
0,17,covid,0.0871167778968811,0.7119157314300537
0,18,great_inflation,0.30737069249153137,0.46869415044784546
0,19,volcker_disinflation,0.09541266411542892,0.40256935358047485
1,0,mixed,0.9372835755348206,0.9161102771759033
1,1,mixed,0.8121060729026794,0.6523144245147705
1,2,mixed,0.444546103477478,0.5351486802101135
1,3,mixed,0.46280524134635925,0.500914454460144
1,4,mixed,0.3324819803237915,0.30361372232437134
1,5,great_inflation,0.22838260233402252,0.3487066626548767
1,6,great_inflation,0.349168598651886,0.3639242649078369
1,7,great_inflation,0.24880439043045044,0.2739047706127167
1,8,great_inflation,0.19990421831607819,0.28347712755203247
1,9,great_inflation,0.15695294737815857,0.3068368434906006
1,10,great_moderation,0.07148128747940063,0.3641742765903473
1,11,great_moderation,0.055315762758255005,0.46018287539482117
1,12,great_moderation,0.05029216408729553,0.5328827500343323
1,13,great_moderation,0.04974107816815376,0.49520713090896606
1,14,great_moderation,0.025300197303295135,0.5617146492004395
1,15,great_recession,0.30255699157714844,0.2831795811653137
1,16,post_crisis,0.00893318373709917,0.26705536246299744
1,17,covid,0.11446278542280197,0.7316631078720093
1,18,great_inflation,0.14657622575759888,0.8326727151870728
1,19,volcker_disinflation,0.08348864316940308,0.9549208283424377
2,0,mixed,0.87763512134552,0.874340832233429
2,1,mixed,0.722883403301239,0.7777671813964844
2,2,mixed,0.7372902631759644,0.6992494463920593
2,3,mixed,0.40168827772140503,0.4673558473587036
2,4,mixed,0.4480572044849396,0.4837368130683899
2,5,great_inflation,0.23930953443050385,0.44013309478759766
2,6,great_inflation,0.2065763920545578,0.3654438257217407
2,7,great_inflation,0.2746117115020752,0.46713846921920776
2,8,great_inflation,0.23865418136119843,0.39309319853782654
2,9,great_inflation,0.20376795530319214,0.42987382411956787
2,10,great_moderation,0.07889895886182785,0.6999611854553223
2,11,great_moderation,0.07131513953208923,0.6141808032989502
2,12,great_moderation,0.0661059319972992,0.5564406514167786
2,13,great_moderation,0.05269259586930275,0.6061069369316101
2,14,great_moderation,0.03760901093482971,0.5131970047950745
2,15,great_recession,0.08246409147977829,0.27468064427375793
2,16,post_crisis,0.02981647662818432,0.3285144567489624
2,17,covid,0.06292420625686646,0.7990311980247498
