step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X4,5.0,50,9.273382365703583,10.504332721233368
1,X1,-4.027304172515869,100,6.75830078125,7.249305622279644
2,X1,4.255760669708252,150,6.4677030593156815,5.576971502602101
3,X4,-3.9806699752807617,240,5.745849406346679,4.851629947498441
4,X2,-4.3546295166015625,290,5.54681839980185,2.761658237874508
5,X2,1.9371750354766846,340,5.356986295431852,2.9474723648279904
6,X2,-1.2039949893951416,430,5.051293364726007,1.5673204159364105
7,X4,-1.3254314661026,480,4.894262978807092,1.4056881869211795
8,X2,4.653697490692139,530,4.768769480288029,1.4315139278769493
9,X2,1.7181501388549805,620,4.496224569156766,1.2471913861110808
10,X2,0.08433163166046143,670,4.376293566077948,1.2301393074914813
11,X4,-3.03086256980896,720,4.262630350887775,1.182992161810398
12,X1,-5.0,810,4.047863511368632,1.1103052655234933
13,X4,-4.595428466796875,860,3.946770204231143,1.087681948579848
14,X4,-2.420328140258789,910,3.850785592570901,1.0570590583607555
15,X4,-4.542700290679932,1000,3.6699119601398706,1.0087887769564987
16,X2,-2.955519199371338,1050,3.584324773401022,0.9859834838658572
17,X4,-3.3070015907287598,1100,3.5020732702687383,0.9589916676282882
18,X4,-4.815103054046631,1190,3.3464161725714803,0.9139013532549143
19,X2,-3.4667015075683594,1240,3.273700245656073,0.895041554607451
20,X2,-2.4564197063446045,1290,3.203961589373648,0.8708196690306067
21,X2,-5.0,1380,3.070560091175139,0.8292990047484636
22,X1,-3.203568696975708,1430,3.004200341179967,0.7952707333490252
23,X4,5.0,1480,2.944519621320069,0.7769279954954982
24,X1,-2.3121678829193115,1570,2.8326912708580494,0.7384490797296167
25,X1,-2.51116681098938,1620,2.780452847480774,0.7249749628826976
26,X1,-5.0,1670,2.730580552481115,0.7102674907073379
27,X1,4.412615776062012,1760,2.638544350862503,0.6841916009783745
28,X2,3.686049699783325,1810,2.5948939928784966,0.6715740257874132
29,X1,-3.31437349319458,1860,2.5534866834059358,0.6586216114461423
30,X2,-5.0,1950,2.4768189936876297,0.6364536939188838
31,X2,0.9196019172668457,2000,2.4415303925052285,0.6267354452982545
