seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3008,3,coefficient,scratch,120,2560,1.1294443937255834,0.20655324794522723,1.2319878543678455,
3008,3,coefficient,warm,120,2560,0.04697431300965664,0.18781072349833558,0.031325822955358976,
3008,3,coefficient,source_retrieval,120,2560,0.09368046015788825,0.6295933760150306,0.03413458061820576,0.7666666666666667
3008,3,coefficient,source_mixture,120,2560,0.09155919367070071,0.6295923611876403,0.03177773061326299,0.8610751030226009
3008,3,coefficient,scratch,200,2560,0.2806430668293567,0.2212261616331567,0.28724494518449006,
3008,3,coefficient,warm,200,2560,0.031196759888058694,0.02536993701084221,0.03184418465219386,
3008,3,coefficient,source_retrieval,200,2560,0.044376034283799146,0.14598155175580096,0.03308653234246561,0.7666666666666667
3008,3,coefficient,source_mixture,200,2560,0.043589283039073376,0.14598101030001145,0.03221242445452469,0.8610751030226009
3008,3,coefficient,scratch,400,2560,0.025078317191490472,0.01847529766091549,0.025811986028221028,
3008,3,coefficient,warm,400,2560,0.013102174400653638,0.013051398070395126,0.013107816215126808,
3008,3,coefficient,source_retrieval,400,2560,0.013087239218256348,0.01381352594968527,0.013006540692542022,0.7666666666666667
3008,3,coefficient,source_mixture,400,2560,0.013174262143020515,0.013813545135611215,0.013103230699399327,0.8610751030226009
