policy_loss,value_loss
-0.05017852736636996,269074.7734375
-0.03569904528558254,219714.33142089844
0.054028666811063886,215607.20947265625
0.030302160885185003,244077.08709716797
0.014725536108016968,243017.3388671875
0.25426270440220833,153481.94787597656
0.567462241044268,309742.7824707031
0.08780456148087978,304105.4423828125
0.19881805777549744,319828.017578125
0.6110951569862664,216589.3932800293
1.435412906575948,233010.65625
1.0332932862802409,76900.44110107422
3.396770708844997,60670.74450683594
0.6803698714720667,143926.74938964844
2.481140052154956,257601.38330078125
0.2785354790292143,151804.8839416504
2.911440616939217,63305.950927734375
1.1960453530727633,409624.4990234375
1.607198417186737,322259.9328613281
0.5282822051085532,237507.42016601562
0.5369834997691214,166316.1561279297
0.5615727305412292,44732.702560424805
0.6242820261977613,33994.232666015625
0.3240275071002543,141805.11518478394
13.433395569635067,59537.58643865585
0.7549227317795157,56461.84606933594
0.153933209821564,91872.19702148438
0.979863979620859,66888.43017578125
0.43119726318400353,60273.13936042786
1.3130342666530623,253607.62646484375
0.15032452007289976,231863.259765625
0.8756670970469713,70325.96583938599
0.3594734415198696,145449.9102783203
0.3693175099324435,109894.03649902344
0.8148637739941478,106411.90663146973
0.4786621108651156,83303.5754814148
0.48521386180073023,112947.7890625
0.491962852422148,67078.76805114746
0.22437848662957527,86479.92059326172
0.10167562402784816,95515.16592025757
-0.1447419503238052,104961.1630859375
0.2779367780312896,105966.28015136719
0.45770365884527564,63556.20088195801
0.13938735518604517,38249.22113132477
0.2998398821800947,185468.71484375
0.48425718769430925,29611.070398569107
0.4684387273155153,27304.923095703125
0.1770270451706294,10012.818796157837
12.024986432865262,11455.414306640625
0.38160953577180573,38936.885192871094
0.3287577985143637,363033.11376953125
0.23331437725573773,367346.44287109375
2.0284789516626915,56535.97717285156
0.16369500290602446,55285.663330078125
0.7549975859001279,11065.387954711914
1.5981987391132861,18036.17147064209
0.266275217756629,28582.979117393494
3.965476220473647,68864.72638487816
12.31562464311719,69275.13481140137
3.3780070459470153,12140.861595153809
1.457470715045929,37424.08544921875
0.38973046164028347,32363.176186561584
2.434456721879542,13990.803058862686
0.17990516974094817,19111.866943359375
0.7085774154402316,25971.756225585938
0.3907658524112776,33577.25244140625
3.5525112096220255,15948.047706604004
1.223459253029095,45314.804443359375
0.3309512585401535,39081.34768676758
0.8900219398783088,22955.30256652832
0.21289856452242126,24201.313507080078
0.2037930185906589,17353.101272583008
0.28234798743701406,16057.758979797363
-0.12301696790382266,11313.119033813477
0.40268017817288637,19260.314178466797
0.2632177146151603,35315.244316101074
0.20715545304119587,10180.08855998516
0.09926867112517357,17649.331634521484
0.48100405536048285,50063.288246154785
0.3380246259039268,13985.668548583984
0.7732883052231045,6597.402221918106
0.08807001048262464,62478.20106506348
1.1847756393253803,77060.5514831543
0.6668668146012351,5928.530737400055
1.5234574447385967,12051.366621732712
0.035711135948076844,11811.158615112305
0.20063476345967501,8331.49873304367
1.235773594584316,29501.945678710938
1.5427542617544532,8764.55830192566
0.7072988068684936,4552.234972476959
1.1477613784372807,34093.381499246694
9.848761566157918,16166.257926940918
4.8041227229405195,2858.5101607739925
3.233723966403743,16577.17811203003
2.85590320173651,4553.601257324219
0.3838958195410669,10088.466560602188
3.696739420760423,372967.1443786621
7.410466757137328,85848.87512207031
7.371952680288814,12118.852325439453
2.6906113118166104,37519.396240234375
