seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3009,10,coefficient,scratch,120,2560,0.4848420568506911,0.5425747375741575,0.45597571648895796,
3009,10,coefficient,warm,120,2560,0.05964156925799622,0.09230303839828616,0.04331083468785124,
3009,10,coefficient,source_retrieval,120,2560,0.0757106975976293,0.14008945178964222,0.043521320501622815,0.7
3009,10,coefficient,source_mixture,120,2560,0.07435995407149928,0.13660976895746274,0.04323504662851756,0.7495867803371868
3009,10,coefficient,scratch,200,2560,0.20921329588038112,0.31216409229804964,0.1577378976715468,
3009,10,coefficient,warm,200,2560,0.03791659003299038,0.04117285579031786,0.036288457154326645,
3009,10,coefficient,source_retrieval,200,2560,0.042460481919253855,0.052860913931104724,0.037260265913328414,0.7
3009,10,coefficient,source_mixture,200,2560,0.04140015776111069,0.051207795757132024,0.03649633876310002,0.7495867803371868
3009,10,coefficient,scratch,400,2560,0.03748124766912334,0.029418647746671012,0.04151254763034949,
3009,10,coefficient,warm,400,2560,0.017669077107806897,0.022432053735900258,0.015287588793760219,
3009,10,coefficient,source_retrieval,400,2560,0.018805295644238374,0.02479827351131997,0.01580880671069758,0.7
3009,10,coefficient,source_mixture,400,2560,0.018537503009491484,0.024758558674258965,0.01542697517710775,0.7495867803371868
