method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
random,123,30,150,5.6406368017196655,5.6348067708313465,2.099554656073451,1.7532913118600846,3466.768497467041
