step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X25,-3.886689318343196,50,8.083343621343374,29.42873932570219
1,X9,-2.5510814619652376,100,6.693100314587355,20.27981746606529
2,X5,2.3647121416401244,150,5.626109763979912,14.952697515115142
3,X20,-4.130611673705839,240,5.503449633717537,12.031447514146567
4,X14,-4.682173205182164,290,5.484965406358242,10.74580184146762
5,X3,-2.8136202519639664,340,5.475279197096825,9.996003171801567
6,X19,1.0201872904998037,430,5.4628148432821035,8.450855284929276
7,X20,-3.011623493133515,480,5.4569623824208975,8.229936679825187
8,X25,2.0132497359023596,530,5.452565360814333,7.7402770284563305
9,X14,-2.795593779593033,620,5.450737353414297,7.461115743592382
10,X22,-2.218092917693373,670,5.450454292818904,7.215767033025623
11,X1,2.588073671297673,720,5.451251849532127,7.194681598618627
12,X6,1.9813939498822686,810,5.448464775457978,7.9945734482258555
13,X11,-2.2212865832835815,860,5.445389732718468,8.197506903856993
14,X7,4.572130722067811,910,5.447664000093937,8.26266506910324
15,X11,-3.977897234801513,1000,5.4485921915620565,8.756825913116336
16,X13,-4.03283623166536,1050,5.450147848576307,7.009781933948398
17,X12,1.0372603136689111,1100,5.445661770179868,6.91622148938477
18,X2,2.2973178669381786,1190,5.446452535688877,6.959651850908995
19,X20,-3.7517383714679067,1240,5.448009448125958,7.034623622149229
20,X13,-4.211998019215418,1290,5.448054522275925,6.985728245228529
21,X10,3.294046642529949,1380,5.446704087778926,6.586020382493734
22,X24,3.8545174793680683,1430,5.4478340819478035,6.452790674567223
23,X12,0.7735214525676204,1480,5.4483832363039255,6.395554900541901
24,X3,-4.541756163443377,1570,5.445925844833255,6.272315141931177
25,X8,2.730683407886919,1620,5.445129072293639,5.917634645849466
26,X3,3.5531772101514694,1670,5.445410201326013,5.98808737359941
27,X4,-1.1987377496083385,1760,5.446963930502534,5.94007248133421
28,X15,1.356844442644002,1810,5.4461488500237465,5.921788612008095
29,X12,-3.373459028439152,1860,5.445923235267401,5.964653331786394
30,X12,-2.904929692285123,1950,5.445300776511431,5.761214442551136
31,X9,2.018203134585513,2000,5.445201143622398,5.314545929059387
