step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X2,4.921966075897217,50,11.670315904542804,50.834254606068136,6.779663426801562,49.856124110519886,8.366265190920483
1,X10,5.0,100,10.164155831560493,37.591528750211,5.264285137876868,36.611554611474276,6.387137953191996
2,X8,-3.797898292541504,150,7.83067075535655,27.69736498557031,2.9259418062865734,26.716419195756316,4.224122816696763
3,X9,-5.0,240,6.590617103502154,17.152401527017354,1.6869741510599852,16.17167293652892,1.984109417612975
4,X19,4.025704383850098,290,6.288476821035147,12.678307846933603,1.3834555707871914,11.697303596884012,1.6405491584446281
5,X11,-5.0,340,6.003250539302826,10.8663170337677,1.0962236523628235,9.8849116563797,1.275012660693998
6,X25,-5.0,430,5.549757845699787,10.132390945404769,0.6463594511151314,9.151711266487837,0.7660251125150049
7,X19,-4.136776447296143,480,5.524019714444876,8.80468685142696,0.6229594312608242,7.824474794790149,0.7240839899750428
8,X2,-4.828028202056885,530,5.564654998481274,7.8295081663876775,0.6633646413683891,6.8492500949651,0.750037868351986
9,X18,3.847895622253418,620,5.510934446007013,6.697126445919276,0.6179133392870426,5.718522224575281,0.6636373262153938
10,X12,-5.0,670,5.516273491084576,6.4483960922807455,0.6237579509615898,5.469892984256148,0.684539310517721
11,X12,5.0,720,5.497953167185187,6.300510595366359,0.6080750729888678,5.322534976527095,0.6657610655529425
12,X10,-5.0,810,5.480772981420159,5.857263292744756,0.5951076839119196,4.880130233243108,0.6301316902196655
13,X12,-1.6833354234695435,860,5.485322032123804,5.603859705105424,0.6012918688356876,4.627053672447801,0.6178954977076501
14,X12,-0.9944888949394226,910,5.4809598084539175,5.636688202619553,0.5975688453763723,4.660010010004044,0.6081438773156453
15,X18,-5.0,1000,5.476521590724587,5.5138499800115826,0.5916741285473108,4.536880487576127,0.6011583651416004
16,X6,-5.0,1050,5.473310012370348,6.0568168088793755,0.5889609046280384,5.0799469873309135,0.602032060152851
17,X17,5.0,1100,5.471101079136133,6.050046718120575,0.5867643095552921,5.073179364204407,0.5977386976204191
18,X4,4.972496509552002,1190,5.469210321083665,5.879039453715086,0.5833330694586039,4.901864003390074,0.5936896405182779
19,X13,-5.0,1240,5.469650447368622,5.12485111542046,0.5838339924812317,4.147687824442983,0.5972868072955559
20,X1,-5.0,1290,5.47326591797173,4.8212290816009045,0.5869656521826982,3.843969028443098,0.5928639199119061
21,X17,-5.0,1380,5.469976183027029,4.6660915032029155,0.5815598331391811,3.6884082332253456,0.5897233798556651
22,X12,3.9547502994537354,1430,5.469231115654111,4.656487547978759,0.5811579693108797,3.6788729187101126,0.589184343853655
23,X8,5.0,1480,5.468126645311713,4.676020684838295,0.581216087564826,3.6986385732889175,0.5905648031039163
24,X9,4.132454872131348,1570,5.467893736436963,4.621285695582628,0.5803617406636477,3.643779296427965,0.5868925011794393
25,X11,4.641010284423828,1620,5.468644792214036,4.593369556590915,0.5802202168852091,3.6156846415251493,0.5860317976912484
26,X19,-1.8223705291748047,1670,5.468398494645953,4.585114160180092,0.5801359247416258,3.6074616461992264,0.5860188128426671
27,X19,-1.8867900371551514,1760,5.469794474542141,4.583073268830777,0.5797937139868736,3.6050731167197227,0.5861632734692346
28,X8,4.4031548500061035,1810,5.468244122341275,4.564848892018199,0.5796170700341463,3.587123481556773,0.5860321337434773
29,X19,5.0,1860,5.467453299090266,4.477900015562772,0.5794824343174696,3.5003058426082134,0.5863242405854787
30,X15,-5.0,1950,5.467027759179473,4.435269973054528,0.578904127702117,3.457645246759057,0.5854435787769035
31,X12,-3.75565505027771,2000,5.467162184417248,4.426284504681826,0.5787604376673698,3.44860415533185,0.5854504784413924
