seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3018,10,family,scratch,120,2560,0.6867435296141379,0.8456575319389747,0.6072865284517194,
3018,10,family,warm,120,2560,0.2535306480637968,0.7026294085134344,0.028981267838977996,
3018,10,family,source_retrieval,120,2560,0.14509012725368406,0.3725660627906123,0.03135215948521992,0.5666666666666667
3018,10,family,source_mixture,120,2560,0.13760442768496775,0.3538347700898827,0.029489256482510218,0.6318246177526062
3018,10,family,scratch,200,2560,0.3521288802492093,0.5578462249550982,0.2492702078962649,
3018,10,family,warm,200,2560,0.11948878215300439,0.30207901056821657,0.028193667945398314,
3018,10,family,source_retrieval,200,2560,0.05448677002475657,0.10611078617833673,0.028674761947966487,0.5666666666666667
3018,10,family,source_mixture,200,2560,0.05401467546654601,0.10510821451276146,0.028467905943438277,0.6318246177526062
3018,10,family,scratch,400,2560,0.043507405283488336,0.08493979482854269,0.02279121051096115,
3018,10,family,warm,400,2560,0.015476396300304352,0.02078991379725484,0.01281963755182911,
3018,10,family,source_retrieval,400,2560,0.012458191971431491,0.0118012024001967,0.012786686757048887,0.5666666666666667
3018,10,family,source_mixture,400,2560,0.01249919676940037,0.01185493451769514,0.012821327895252985,0.6318246177526062
