method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
ppo,123,5,1125,1.8956012250855565,1.8718976024538279,1.3786942346021533,0.45096644125878815,4710.331902980804
