step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X1,-5.0,50,14.168000074103475,42.76891573220492,9.105442257598042,41.75640416890383,12.465223998064177
1,X2,-4.0,100,7.364594969898462,20.20548844560981,2.3043547607958317,19.193440403789282,2.853914862925497
2,X3,-3.0,150,6.3449738919734955,17.700355383753777,1.2871619164943695,16.68879298865795,1.80716003337875
3,X4,-2.0,240,5.839785037562251,10.504589274153114,0.7746915798634291,9.491570582613349,0.9862738410010934
4,X5,-1.0,290,5.752733174711466,9.555675300955773,0.6818835772573948,8.541505381464958,0.8902501675377911
5,X6,0.0,340,5.710637804120779,8.659741857647896,0.6449640952050686,7.646607115864754,0.8101681392872706
6,X7,1.0,430,5.675643356516957,8.494388899207115,0.610001178458333,7.48126046359539,0.7916725895678003
7,X8,2.0,480,5.669627841562033,9.042183783650398,0.6000515781342983,8.028268530964851,0.7930364284742003
8,X9,3.0,530,5.66747185587883,7.912718952447176,0.5971192419528961,6.898648429661989,0.7751311644678935
9,X11,4.0,620,5.662412330508232,8.369728638976813,0.5872995108366013,7.354706075042486,0.7772584696455549
10,X12,5.0,670,5.660581501200795,8.41908307671547,0.5853301007300615,7.404032796621323,0.7879077033915868
11,X13,-5.0,720,5.659816391766071,8.278103033080697,0.5836747363209724,7.262874701991677,0.8062648599346479
12,X14,-4.0,810,5.657350113615394,7.312992822006345,0.5830739643424749,6.298137592151761,0.8290104852834095
13,X15,-3.0,860,5.657239617779851,7.2933948080986735,0.5826683659106493,6.2784805577248335,0.8290764848546435
14,X16,-2.0,910,5.653056517243385,6.971570938825607,0.5823895484209061,5.9574375450611115,0.8060228926672911
15,X17,-1.0,1000,5.653504837304354,7.123749645054341,0.5812126286327839,6.109291203320026,0.8044024949970965
16,X18,0.0,1050,5.652435265481472,7.018482434377074,0.5805132612586021,6.0040980335325,0.8198503104116147
17,X19,1.0,1100,5.651176992803812,6.876548252627254,0.5797988213598728,5.862272618338466,0.8420811786005894
18,X20,2.0,1190,5.64667153172195,6.89427797831595,0.5783013086766005,5.88060393370688,0.8835607613436879
19,X21,3.0,1240,5.64400795288384,7.146266340091825,0.5778875667601824,6.133042262867093,0.8984052985130498
20,X24,4.0,1290,5.643610443919897,7.515183208137751,0.5773007534444332,6.501921270042658,0.9416363768201942
21,X25,5.0,1380,5.643047282472253,7.258802211284637,0.5763986799865961,6.245472490787506,0.8085991554350281
22,X1,-2.0,1430,5.643325919285417,7.020077481865883,0.5761771146208048,6.0066477209329605,0.7520132671343163
23,X2,-1.0,1480,5.642907293513417,6.855837055295706,0.5760376770049334,5.842463131994009,0.7282010475173593
24,X3,0.0,1570,5.640594769269228,6.869928465783596,0.5753594525158405,5.8568814024329185,0.7186418291336547
25,X4,1.0,1620,5.64023607596755,6.894835107401013,0.5748233757913113,5.881752567365766,0.7200218631187453
26,X5,2.0,1670,5.6404163260012865,6.9145922370254995,0.5744985956698656,5.901408690959215,0.7213302143694212
27,X6,3.0,1760,5.63972894474864,6.354787706583738,0.5740402154624462,5.3416499607265,0.7191213301072518
28,X7,4.0,1810,5.640521854162216,6.1717692513018845,0.574497252702713,5.158564331009984,0.720073137160701
29,X8,5.0,1860,5.637947700917721,5.452248380333185,0.5738020166754723,4.4394192434847355,0.6522632920726512
30,X9,-5.0,1950,5.636684691533446,4.6650990173220634,0.5737418886274099,3.652510456740856,0.6527695149804155
31,X11,-4.0,2000,5.636596687138081,4.202817796170711,0.5734921768307686,3.190196894109249,0.6044135357951745
