method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
round_robin,789,5,1125,2.2329564467072487,1.9759897785261273,0.9651609651744366,0.5349028484895826,3979.6598224639893
