seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3011,1,coefficient,scratch,120,2560,0.7267627000328243,0.061879873982818454,0.7496896940345487,
3011,1,coefficient,warm,120,2560,0.043230562758725145,0.014697414777646444,0.0442144644132451,
3011,1,coefficient,source_retrieval,120,2560,0.05348442250980454,0.1356106653750367,0.050652483100658605,0.7666666666666667
3011,1,coefficient,source_mixture,120,2560,0.04975417547165218,0.13561063285518532,0.046793607975668276,0.8365522970743602
3011,1,coefficient,scratch,200,2560,0.30080384560627677,0.011780687563409721,0.31077016140085834,
3011,1,coefficient,warm,200,2560,0.03038419350380077,0.006728917797498606,0.031199892666087047,
3011,1,coefficient,source_retrieval,200,2560,0.03377512412274595,0.025789223949552416,0.0340504999907871,0.7666666666666667
3011,1,coefficient,source_mixture,200,2560,0.03193936221961956,0.025789234023674657,0.03215143560568662,0.8365522970743602
3011,1,coefficient,scratch,400,2560,0.044553530223873025,0.009054873471955563,0.045777621836008114,
3011,1,coefficient,warm,400,2560,0.012022937681219594,0.007463460958053088,0.012180161016501198,
3011,1,coefficient,source_retrieval,400,2560,0.012284177564770033,0.007661438741254071,0.012443582351787823,0.7666666666666667
3011,1,coefficient,source_mixture,400,2560,0.012090347220148238,0.007661436024137165,0.01224306829587276,0.8365522970743602
