seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3019,3,family,scratch,120,2560,0.5585820696774069,0.5886347265685653,0.5552428855783893,
3019,3,family,warm,120,2560,0.1569184000922206,1.2152603351483269,0.03932485175265318,
3019,3,family,source_retrieval,120,2560,0.04010993380733871,0.027353903886258777,0.04152727046523648,0.7666666666666667
3019,3,family,source_mixture,120,2560,0.03858152308171122,0.027695331894308627,0.039791099880311494,0.8121928931487854
3019,3,family,scratch,200,2560,0.2771659737247221,0.11414967882299039,0.29527889538047014,
3019,3,family,warm,200,2560,0.036875920728678326,0.10292078975230372,0.02953760194827552,
3019,3,family,source_retrieval,200,2560,0.0312810681930487,0.05071573000100384,0.029121661325498135,0.7666666666666667
3019,3,family,source_mixture,200,2560,0.031123702872176803,0.048810920191412754,0.02915845650337281,0.8121928931487854
3019,3,family,scratch,400,2560,0.0366008256901946,0.030560040338324213,0.037272024062624635,
3019,3,family,warm,400,2560,0.016853262217704095,0.029210791396966362,0.015480203420008287,
3019,3,family,source_retrieval,400,2560,0.014618652461860117,0.00855933990117764,0.01529190941304706,0.7666666666666667
3019,3,family,source_mixture,400,2560,0.014691156163107828,0.008654514335204685,0.015361894143985956,0.8121928931487854
