step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X25,-3.886689318343196,50,6.290388718247414,9.444845843687654
1,X9,-2.5510814619652376,100,5.816884025931358,7.356633391603827
2,X5,2.3647121416401244,150,5.481964962556958,2.669439656287432
3,X20,-4.130611673705839,240,5.4571484960615635,2.57844556607306
4,X14,-4.682173205182164,290,5.454552095383406,2.5737500075250863
5,X3,-2.8136202519639664,340,5.452802307903767,2.782712335139513
6,X19,1.0201872904998037,430,5.45206849090755,3.0220862701535225
7,X20,-3.011623493133515,480,5.44931098818779,3.141834579408169
8,X25,2.0132497359023596,530,5.448302092030644,3.2676037073135378
9,X14,-2.795593779593033,620,5.449087457731366,3.4979616828262805
10,X22,-2.218092917693373,670,5.4493544436991215,3.529645049571991
11,X1,2.588073671297673,720,5.450036553665996,3.3220458038151266
12,X6,1.9813939498822686,810,5.447284284979105,3.3667064908891917
13,X11,-2.2212865832835815,860,5.444466864690185,3.3283700078725817
14,X7,4.572130722067811,910,5.444600161164999,3.344409043341875
15,X11,-3.977897234801513,1000,5.4472259767353535,3.29575154222548
16,X13,-4.03283623166536,1050,5.448251958936453,3.414701116830111
17,X12,1.0372603136689111,1100,5.445850230753422,3.515269414708018
18,X2,2.2973178669381786,1190,5.446675790473819,3.790260174125433
19,X20,-3.7517383714679067,1240,5.448374170809984,3.9820835955440996
20,X13,-4.211998019215418,1290,5.448360539972782,4.086111752316356
21,X10,3.294046642529949,1380,5.447510212659836,4.115841636806726
22,X24,3.8545174793680683,1430,5.448883857578039,4.204810618236661
23,X12,0.7735214525676204,1480,5.449150105938315,4.375906508788466
24,X3,-4.541756163443377,1570,5.4469950050115585,4.682260562852026
25,X8,2.730683407886919,1620,5.44625498726964,4.704480531066656
26,X3,3.5531772101514694,1670,5.446142788976431,4.724766214191914
27,X4,-1.1987377496083385,1760,5.447433549910784,5.007724285870791
28,X15,1.356844442644002,1810,5.446680277585983,5.192335063219071
29,X12,-3.373459028439152,1860,5.446561513468623,5.212000964209437
30,X12,-2.904929692285123,1950,5.446163071319461,5.586211379617453
31,X9,2.018203134585513,2000,5.445892965421081,4.6269556112587455
