episode,total_loss,loss_R1,loss_R2,loss_R3,loss_L1,loss_L2,loss_L3,loss_N1,loss_N2,loss_N3,loss_C1,loss_C2,loss_F1,loss_F2,loss_F3
0,307.7349907755852,1.0144178867340088,3.2571234703063965,0.8312089443206787,5.343136787414551,6.691054344177246,11.889616966247559,23.596206665039062,0.6794621348381042,9.164695739746094,132.70654296875,6.448624134063721,72.58243560791016,9.76694393157959,23.763521194458008
1,231.9779531955719,0.9765164852142334,3.060098886489868,0.8540986776351929,5.033353328704834,5.791919708251953,12.023770332336426,22.085432052612305,0.7339643239974976,14.008586883544922,88.74440002441406,5.805437088012695,48.01137161254883,8.89747428894043,15.951529502868652
2,224.47124606370926,1.0381702184677124,3.5163002014160156,0.8833646178245544,5.4535322189331055,7.0406494140625,10.252875328063965,23.42981719970703,0.7044100761413574,12.720685958862305,92.7390365600586,5.697474956512451,37.00632858276367,10.916849136352539,13.071751594543457
3,341.91636341810226,1.1636106967926025,3.1906347274780273,0.8143481016159058,5.538483142852783,7.961521625518799,11.38683032989502,26.52832794189453,0.6839686036109924,18.05987548828125,133.098388671875,5.2672648429870605,99.2055892944336,10.406611442565918,18.61090850830078
4,338.55049645900726,0.9245581030845642,3.1521854400634766,0.8764545917510986,6.025809288024902,5.4102349281311035,11.85901165008545,27.34606170654297,0.6730448603630066,18.42877960205078,139.49578857421875,7.0532355308532715,90.82133483886719,8.12067985534668,18.363317489624023
5,259.34857952594757,0.9957015514373779,3.1520004272460938,0.8926833271980286,4.909190654754639,6.461199760437012,13.216822624206543,23.98141098022461,0.593870222568512,14.641402244567871,87.33895874023438,6.835144519805908,61.51480484008789,9.36732292175293,25.44806671142578
6,243.78091967105865,1.019520878791809,3.077646017074585,0.8999161720275879,4.731558322906494,6.210329532623291,12.400558471679688,22.626684188842773,1.004791498184204,16.367395401000977,90.28804779052734,8.079080581665039,48.330318450927734,9.788582801818848,18.95648956298828
7,227.7795238494873,0.9201483726501465,3.2627956867218018,0.8921719193458557,5.582237243652344,6.858672618865967,11.59251594543457,21.678531646728516,0.7692977786064148,17.084165573120117,78.07402038574219,4.6959547996521,50.69732666015625,8.976941108703613,16.694744110107422
8,299.47116845846176,0.9898124933242798,3.5307040214538574,0.9237882494926453,5.433161735534668,7.983182430267334,12.225554466247559,25.344970703125,0.7305890321731567,16.03716468811035,121.15447235107422,6.503892421722412,75.26984405517578,7.405590534210205,15.938441276550293
9,254.1350763440132,1.04837167263031,3.5731277465820312,0.8924846053123474,6.385165214538574,6.495471954345703,12.752670288085938,24.861364364624023,0.5562310218811035,13.868898391723633,82.21643829345703,8.721732139587402,66.4555892944336,7.185026168823242,19.12250518798828
10,245.3117613196373,0.9588622450828552,3.261077642440796,0.9070554971694946,4.955741882324219,7.260375022888184,11.170001983642578,22.386343002319336,0.7843958139419556,19.4321346282959,80.55216217041016,6.455519199371338,56.43059158325195,12.855494499206543,17.902006149291992
11,302.52074468135834,0.946259617805481,3.1942555904388428,0.8568912744522095,5.1572723388671875,4.986466407775879,12.699384689331055,25.649660110473633,0.8636616468429565,16.372661590576172,131.3949432373047,6.105982780456543,60.349674224853516,10.564671516418457,23.37895965576172
