seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3010,10,coefficient,scratch,120,2560,0.6283282053860388,0.5604653692716136,0.6622596234432516,
3010,10,coefficient,warm,120,2560,0.05785588294069154,0.09693123838766353,0.03831820521720554,
3010,10,coefficient,source_retrieval,120,2560,0.05963208216035872,0.09961221515888063,0.03964201566109777,0.7666666666666667
3010,10,coefficient,source_mixture,120,2560,0.05822677107877741,0.09634097070363297,0.03916967126634966,0.7993476357034724
3010,10,coefficient,scratch,200,2560,0.2336862027534446,0.28655738437237455,0.20725061194397965,
3010,10,coefficient,warm,200,2560,0.033478631434064314,0.04042946653304411,0.030003213884574415,
3010,10,coefficient,source_retrieval,200,2560,0.03318018845077438,0.04048477929029049,0.02952789303101632,0.7666666666666667
3010,10,coefficient,source_mixture,200,2560,0.03353785438366695,0.04098060617386763,0.02981647848856661,0.7993476357034724
3010,10,coefficient,scratch,400,2560,0.03150180036653622,0.016814855531723898,0.03884527278394238,
3010,10,coefficient,warm,400,2560,0.014817678791851786,0.017172865762949133,0.013640085306303115,
3010,10,coefficient,source_retrieval,400,2560,0.015172933451973021,0.018408457621525275,0.0135551713671969,0.7666666666666667
3010,10,coefficient,source_mixture,400,2560,0.01524715407273959,0.01846605495018254,0.013637703634018113,0.7993476357034724
