track,seed,method,budget,requested_budget,actuator_penalty,background_sd,actions,mse,interaction_error,posterior_risk
design,456,random_single,8,400,0,0.15,1,0.11186145795153477,0.062380559258543085,1.4646353397373708
design,456,random_single,40,400,0,0.15,5,0.01901259144867504,0.010626261996523934,0.013751385491151326
design,456,random_single,80,400,0,0.15,10,0.0008565176215572872,0.00019709661305066415,0.006411743874105489
design,456,random_single,160,400,0,0.15,20,0.0034280307824249706,0.0018779358199314472,0.002985514634442271
design,456,random_single,400,400,0,0.15,50,0.0006878589494961772,0.0002645674695855873,0.0011807702214305237
design,456,design_single,8,400,0,0.15,1,0.7642143297992705,0.00015377099308917634,1.4967644597449985
design,456,design_single,40,400,0,0.15,5,0.01694368493516874,0.008831329317460352,0.013305723059423265
design,456,design_single,80,400,0,0.15,10,0.010060894843913693,0.004959672912098592,0.0075553405914244665
design,456,design_single,160,400,0,0.15,20,0.00472655328267188,0.0026007028553093315,0.0033652583648007047
design,456,design_single,400,400,0,0.15,50,0.0005101536732895992,0.0002793763824145105,0.0012642819306209864
design,456,random_joint,8,400,0,0.15,1,0.6511883019081564,0.05864804123433536,2.8150057646601256
design,456,random_joint,40,400,0,0.15,5,0.0015477454606241253,9.540175163434605e-05,0.001058867919086701
design,456,random_joint,80,400,0,0.15,10,0.0006100937377074764,3.356321051099867e-05,0.00042861368241479535
design,456,random_joint,160,400,0,0.15,20,0.00037819570783466963,3.60886372212443e-05,0.00016581721813598336
design,456,random_joint,400,400,0,0.15,50,9.83828945329662e-05,1.3991701664450862e-06,6.726893292205247e-05
design,456,design_joint,8,400,0,0.15,1,0.17587126236952294,0.04656992842359101,1.4620135305268658
design,456,design_joint,40,400,0,0.15,5,0.001539238498216738,1.043402710186334e-06,0.0007218249971626153
design,456,design_joint,80,400,0,0.15,10,0.0005549996059977736,2.5311266401152564e-05,0.0002471739913958072
design,456,design_joint,160,400,0,0.15,20,0.0001967814408541502,1.166421669152219e-05,0.00011677563948462608
design,456,design_joint,400,400,0,0.15,50,0.0001005257952999767,7.246105370359916e-06,4.476857879471379e-05
