step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X9,5.0,50,13.616909334436059,50.261050558835265
1,X8,-5.0,100,6.427501108497381,19.214971309155224
2,X9,-4.483186721801758,150,6.176436293870211,15.369650439918042
3,X6,5.0,240,5.63842710852623,11.519648357480765
4,X13,-5.0,290,5.572006534785032,9.662111058831215
5,X12,-5.0,340,5.52760311961174,8.830729269236326
6,X6,-5.0,430,5.487035574391484,6.272177416086197
7,X4,-5.0,480,5.516894055530429,5.4745062161237
8,X3,-3.1057193279266357,530,5.471854360774159,5.225915713980794
9,X10,-5.0,620,5.462730964645743,4.47261189557612
10,X8,5.0,670,5.48789805918932,4.3358773671090605
11,X6,-4.066754341125488,720,5.475151428952813,4.304260256141424
12,X24,5.0,810,5.468963798135519,4.138150965422392
13,X11,5.0,860,5.4686903934925795,4.070646776631475
14,X14,-5.0,910,5.464308546856046,3.9512977946549652
15,X2,-5.0,1000,5.4530127588659525,3.814270519092679
16,X7,5.0,1050,5.471327489241958,3.773630460351706
17,X7,-5.0,1100,5.468036405742168,3.7481261480599644
18,X19,5.0,1190,5.44835177809,3.609160865470767
19,X4,5.0,1240,5.446575343608856,3.2946132507175205
20,X24,-4.77695369720459,1290,5.445125563070178,3.1554547220468523
21,X11,-4.343409061431885,1380,5.443748101592064,2.994189603626728
22,X5,-5.0,1430,5.442673245444894,2.94845104329288
23,X2,5.0,1480,5.44462644867599,2.910359973087907
24,X12,5.0,1570,5.440425990149379,2.855690673366189
25,X5,5.0,1620,5.44265284948051,2.818948071822524
26,X10,4.375965595245361,1670,5.443914538249373,2.783463854715228
27,X25,-5.0,1760,5.442952875047922,2.7261747896671293
28,X6,-1.6215081214904785,1810,5.442798417061567,2.6980307582765817
29,X12,2.2583212852478027,1860,5.442232921719551,2.676417236402631
30,X3,5.0,1950,5.4434269070625305,2.6525357574224473
31,X1,5.0,2000,5.443110367283225,2.6426898490637543
