track,seed,method,budget,nodes,changed,rounds,mse,changed_mse,unchanged_mse
transfer,456,scratch_uniform,128,30,3,1,0.43199959113482117,0.10592848603369437,0.46822971392383533
transfer,456,scratch_uniform,160,30,3,5,0.21880737947105472,0.10592848603369437,0.23134947874187256
transfer,456,scratch_uniform,200,30,3,10,0.15920613017093002,0.09819000938015554,0.1659856991476827
transfer,456,scratch_uniform,280,30,3,20,0.1375614566097315,0.09347710099123563,0.1424597183451199
transfer,456,scratch_uniform,400,30,3,35,0.027766397602076293,0.019409372170347283,0.028694955983379518
transfer,456,warm_uniform,128,30,3,1,0.04784292222066226,0.27661680767873875,0.022423601614209324
transfer,456,warm_uniform,160,30,3,5,0.05003340312571366,0.27661680767873875,0.024857469286488656
transfer,456,warm_uniform,200,30,3,10,0.045368651285503124,0.2480733731675603,0.02284590440971899
transfer,456,warm_uniform,280,30,3,20,0.03626178587256336,0.18400131109918683,0.019846283069605206
transfer,456,warm_uniform,400,30,3,35,0.014787229471764076,0.04307493190753129,0.011644151423345494
transfer,456,warm_residual,128,30,3,1,0.04407448337654103,0.23897946362571587,0.022418374459966053
transfer,456,warm_residual,160,30,3,5,0.020437961491568943,0.017890573558620584,0.020721004595229874
transfer,456,warm_residual,200,30,3,10,0.018625419094012594,0.017890573558620584,0.01870706859794504
transfer,456,warm_residual,280,30,3,20,0.011596286304095304,0.017890573558620584,0.010896921053592494
transfer,456,warm_residual,400,30,3,35,0.008412367399534371,0.017890573558620584,0.007359233381858127
transfer,456,module_residual,128,30,3,1,0.03582533883069216,0.15648801816722716,0.022418374459966053
transfer,456,module_residual,160,30,3,5,0.020408643291752925,0.022593768426643915,0.020165851610098377
transfer,456,module_residual,200,30,3,10,0.01670892115311467,0.022456354488936837,0.01607031744913443
transfer,456,module_residual,280,30,3,20,0.012183820911346793,0.022456354488936837,0.011042428291614568
transfer,456,module_residual,400,30,3,35,0.006627102435159068,0.010017135794948716,0.006250432061849104
