method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
ppo,314,5,171,2.3583384696394205,2.068555382080376,2.3839670032262803,0.5363587431609631,403.5525813102722
