track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2018,correct,broad,16,8,0.011670883568599149,,,
prior_gate,2018,correct,proposal,16,8,0.009017375094290585,,,
prior_gate,2018,correct,validation_gate,16,8,0.009017375094290576,2.4870809969788615e-15,1.6576613165110068,0.14441631669968402
prior_gate,2018,correct,broad,32,8,0.0036222193779742555,,,
prior_gate,2018,correct,proposal,32,8,0.002544461703469475,,,
prior_gate,2018,correct,validation_gate,32,8,0.0029570413362040872,0.4583263052531696,0.17353497651981856,0.16601626880750942
prior_gate,2018,correct,broad,64,8,0.0009208918829520113,,,
prior_gate,2018,correct,proposal,64,8,0.0008441875545253698,,,
prior_gate,2018,correct,validation_gate,64,8,0.0008805261706599495,0.51305838329768,0.18493449258402828,0.18728553621245975
prior_gate,2018,wrong,broad,16,8,0.011670883568599149,,,
prior_gate,2018,wrong,proposal,16,8,0.03090225756802141,,,
prior_gate,2018,wrong,validation_gate,16,8,0.030901362234786095,1.5095144672144531e-05,1.6576613165110068,1.1581108123142934
prior_gate,2018,wrong,broad,32,8,0.0036222193779742555,,,
prior_gate,2018,wrong,proposal,32,8,0.0060026083369173686,,,
prior_gate,2018,wrong,validation_gate,32,8,0.0038681864369771576,0.31306479240676366,0.17353497651981856,0.13817263542661484
prior_gate,2018,wrong,broad,64,8,0.0009208918829520113,,,
prior_gate,2018,wrong,proposal,64,8,0.0021517816994369387,,,
prior_gate,2018,wrong,validation_gate,64,8,0.0011348257718694977,0.4822137266205453,0.18493449258402828,0.1817316119379958
