step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X1,-2.323228337825338,50,16.86370462179184,27.03296043872833
1,X2,-2.3344618746861645,100,17.13070283830166,25.508669620752336
2,X1,-1.2087566751091163,150,15.472997227683663,23.32419420480728
3,X4,-1.6780230149032018,240,5.600736064836383,2.4547691315412523
4,X1,-3.403376032780301,290,5.343572821468115,2.5498965486884115
5,X2,0.6096200893667625,340,5.1146050253883,1.9079494390636684
6,X4,-2.548366474823889,430,4.798661129549146,1.537133274972439
7,X1,4.05905562909512,480,4.750446389429271,1.5555030884221197
8,X1,3.7863033710121705,530,4.62411268427968,1.563204649835825
9,X2,-4.301230385408176,620,4.362488755956292,1.6799243358895182
10,X2,2.3203925377370194,670,4.241952123120427,1.3678380703553557
11,X1,4.053986522844989,720,4.118467199616134,1.2443632666021585
12,X1,1.6713816778492232,810,3.884702529758215,1.1884795781224966
13,X1,2.9007184435880164,860,3.782737779431045,1.1770237164571882
14,X1,-2.081984809700359,910,3.6846085311844945,1.140204062871635
15,X2,0.7340808568092712,1000,3.504312132485211,1.0833822587504982
16,X2,-0.3070732326926562,1050,3.4215391781181097,1.0631924832239747
17,X1,2.6879474747998353,1100,3.343770985491574,1.0337367905303836
18,X2,0.21670250605766306,1190,3.1936894366517663,0.993612346239388
19,X2,-2.9313752933388857,1240,3.124284168705344,0.9750802511349321
20,X4,1.38756562226079,1290,3.057946908287704,0.9599772052839399
21,X4,3.0933852464380482,1380,2.9338911343365908,0.9281628159806132
22,X2,-4.874519080054899,1430,2.8762271106243134,0.9328819658607245
23,X4,0.1275213386406504,1480,2.820801225490868,0.9074995568022132
24,X4,0.3851943193639258,1570,2.7180692087858915,0.8719411678612232
25,X4,0.9650456078423977,1620,2.669806628488004,0.8606300599873067
26,X2,0.20609003815578042,1670,2.6241023214533925,0.8405755547806621
27,X2,-1.2547836817751667,1760,2.5403813244774938,0.7938831532374024
28,X1,3.4734178151319295,1810,2.5019657406955957,0.7793032405897975
29,X4,-3.1853508408495914,1860,2.4646165873855352,0.7550023473799229
30,X1,4.136459118642296,1950,2.397130897268653,0.7128674112260343
31,X4,-2.381127464016759,2000,2.3656686041504145,0.7032748626545071
