method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
pev,42,30,1,5.548086514696479,5.53475402854383,1.8229210820049047,1.8229210820049047,45.250128984451294
