job_id	job_name	revision	output	submitted_at
32986999	acer_design_b0p15_c1_s123	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/design/background_0p15/cost_1/seed_123	2026-09-25T18:42:41-06:00
32987000	acer_transfer_k1_s123	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/transfer/changed_1/seed_123	2026-09-25T18:42:41-06:00
32987001	acer_transfer_k3_s123	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/transfer/changed_3/seed_123	2026-09-25T18:42:41-06:00
32987002	acer_transfer_k10_s123	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/transfer/changed_10/seed_123	2026-09-25T18:42:42-06:00
32987003	acer_prior_s456	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/prior/seed_456	2026-09-25T18:42:42-06:00
32987004	acer_design_b0p0_c0_s456	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/design/background_0p0/cost_0/seed_456	2026-09-25T18:42:42-06:00
32987005	acer_design_b0p0_c1_s456	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/design/background_0p0/cost_1/seed_456	2026-09-25T18:42:42-06:00
32987006	acer_design_b0p15_c0_s456	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/design/background_0p15/cost_0/seed_456	2026-09-25T18:42:42-06:00
32987007	acer_design_b0p15_c1_s456	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/design/background_0p15/cost_1/seed_456	2026-09-25T18:42:42-06:00
32987008	acer_transfer_k1_s456	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/transfer/changed_1/seed_456	2026-09-25T18:42:42-06:00
32987009	acer_transfer_k3_s456	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/transfer/changed_3/seed_456	2026-09-25T18:42:42-06:00
32987010	acer_transfer_k10_s456	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/numerical/transfer/changed_10/seed_456	2026-09-25T18:42:43-06:00
32987011	acer_pev_legacy5_random_ens_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/legacy5/random_ens/seed_42	2026-09-25T18:42:43-06:00
32987012	acer_pev_legacy5_nonleaf_coverage_ens_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/legacy5/nonleaf_coverage_ens/seed_42	2026-09-25T18:42:43-06:00
32987013	acer_pev_legacy5_pev_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/legacy5/pev/seed_42	2026-09-25T18:42:43-06:00
32987014	acer_pev_legacy5_pev_var_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/legacy5/pev_var/seed_42	2026-09-25T18:42:43-06:00
32987015	acer_pev_hom30_random_ens_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/hom30/random_ens/seed_42	2026-09-25T18:42:43-06:00
32987016	acer_pev_hom30_nonleaf_coverage_ens_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/hom30/nonleaf_coverage_ens/seed_42	2026-09-25T18:42:43-06:00
32987017	acer_pev_hom30_pev_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/hom30/pev/seed_42	2026-09-25T18:42:43-06:00
32987018	acer_pev_hom30_pev_var_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/hom30/pev_var/seed_42	2026-09-25T18:42:44-06:00
32987019	acer_pev_hetero30_random_ens_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/hetero30/random_ens/seed_42	2026-09-25T18:42:44-06:00
32987020	acer_pev_hetero30_nonleaf_coverage_ens_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/hetero30/nonleaf_coverage_ens/seed_42	2026-09-25T18:42:44-06:00
32987021	acer_pev_hetero30_pev_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/hetero30/pev/seed_42	2026-09-25T18:42:44-06:00
32987022	acer_pev_hetero30_pev_var_s42	ac79a2f160bba7b1ccbb86312339e2078a7b2e6d	/scratch/alpine/paco0228/ACE/results/research_portfolio_20260925/pev_canary/hetero30/pev_var/seed_42	2026-09-25T18:42:44-06:00
