seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3012,3,coefficient,scratch,120,2560,0.8735446396521954,1.298812620356869,0.8262926417961206,
3012,3,coefficient,warm,120,2560,0.04984064921515657,0.1131297765597447,0.04280852395464678,
3012,3,coefficient,source_retrieval,120,2560,0.05202946327259629,0.10750753280446616,0.04586523332461075,0.8
3012,3,coefficient,source_mixture,120,2560,0.05080927803391218,0.10971430531529791,0.04426427500264709,0.854103800840887
3012,3,coefficient,scratch,200,2560,0.48720049006122756,0.06670251715521146,0.5339224870507849,
3012,3,coefficient,warm,200,2560,0.04161648335242899,0.013979246354354253,0.04468728746332618,
3012,3,coefficient,source_retrieval,200,2560,0.04213963750667496,0.013145285803166915,0.045361232140398076,0.8
3012,3,coefficient,source_mixture,200,2560,0.041985789277320676,0.013334491091924848,0.045169266853475776,0.854103800840887
3012,3,coefficient,scratch,400,2560,0.047992765501673265,0.01286939288656881,0.05189536245890709,
3012,3,coefficient,warm,400,2560,0.01734935740363429,0.012131356471447136,0.017929135284988414,
3012,3,coefficient,source_retrieval,400,2560,0.017463170006646316,0.011606335141646431,0.01811392943609075,0.8
3012,3,coefficient,source_mixture,400,2560,0.017389326967108428,0.011945179717778654,0.01799423221703396,0.854103800840887
