step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X9,-5.0,50,8.001537272706628,23.392948073521257,3.104024836793542,22.41344558633864,4.999148471591374
1,X8,-4.922634601593018,100,6.577218255028129,14.92611378096044,1.662912568077445,13.943252643570304,2.9901023407777148
2,X9,4.573214530944824,150,5.655391022562981,3.537825880944729,0.7318835705518723,2.553124390542507,0.9113497217185794
3,X8,5.0,240,5.511115305125713,2.244505102932453,0.5921282097697258,1.2607076838612556,0.6170410393582036
4,X15,-4.7559309005737305,290,5.497388947755098,2.256755690649152,0.5867886431515217,1.2746356297284365,0.6042559921819095
5,X6,5.0,340,5.492403034120798,2.189595817774534,0.5899001993238926,1.2090952508151531,0.594869943568483
6,X6,-4.946430206298828,430,5.482104538008571,1.8034731943160296,0.5786414723843336,0.8227805811911821,0.5849707968300208
7,X19,5.0,480,5.48169350810349,1.7988341432064772,0.5772090572863817,0.8179372530430555,0.584210612733538
8,X20,-5.0,530,5.47549482434988,1.7726701200008392,0.5765241011977196,0.7928759753704071,0.5846833769852917
9,X19,-5.0,620,5.469551140442491,1.7513685572892428,0.5744011346250772,0.7723385561257601,0.5818402949953452
10,X16,5.0,670,5.469059057533741,1.7615861985832453,0.5738234594464302,0.7825390789657831,0.5821081140699487
11,X13,-5.0,720,5.465625032782555,1.7713720723986626,0.5733416527509689,0.7929153963923454,0.5817985928539807
12,X24,-2.128037452697754,810,5.45678879134357,1.7953928392380476,0.5732208024710417,0.818679241463542,0.5834388861743113
13,X16,-5.0,860,5.456895420327783,1.776606582850218,0.5730674955993891,0.7998409979045391,0.5840053220745176
14,X7,5.0,910,5.459581337869167,1.771681834384799,0.5728824362158775,0.794342054054141,0.5821195828417938
15,X15,5.0,1000,5.463484996929765,1.7642196334898472,0.5729728285223246,0.7861171998083591,0.5821463038834432
16,X7,-5.0,1050,5.461916841566563,1.7569184102118016,0.5728382244706154,0.7791026867926121,0.5822931299529348
17,X12,3.9805638790130615,1100,5.463680628687143,1.7455559659749271,0.5719777382910252,0.7672153878957033,0.5817823217560848
18,X12,-5.0,1190,5.464725019410253,1.7346696376800539,0.5713856834918261,0.7560017704963684,0.5811017977927502
19,X13,5.0,1240,5.461701577529311,1.724025357142091,0.5713197644799948,0.7459489945322275,0.5811600893503055
20,X5,-5.0,1290,5.460127668455243,1.7215338815003633,0.5711413193494081,0.7437366116791964,0.5802199532821153
21,X11,5.0,1380,5.462101964280009,1.7087304245680572,0.5707418005913496,0.7304583918303251,0.5796676761625956
22,X2,-4.941941261291504,1430,5.4624463096261024,1.6894537579268216,0.57020453363657,0.7110054027289152,0.5787314188589031
23,X2,5.0,1480,5.462212011218071,1.67748073451221,0.5697762221097946,0.6989935766905546,0.5775415825579936
24,X20,4.315860748291016,1570,5.4670268297195435,1.6738548044115307,0.5695852041244507,0.6943664792925119,0.5766993896104395
25,X5,5.0,1620,5.46814108081162,1.6724108021706343,0.5696213264018297,0.6927068512886763,0.5761883480396742
26,X4,5.0,1670,5.4696722235530615,1.6648606583476067,0.5701018776744604,0.6849465891718864,0.5750083938473836
27,X10,5.0,1760,5.4647536389529705,1.6591548826545477,0.5691672675311565,0.6800376083701849,0.5746912825464582
28,X14,-5.0,1810,5.464742315933108,1.657532751187682,0.5689218770712614,0.6783686634153128,0.574656110140495
29,X25,5.0,1860,5.4615769404917955,1.6581510175019503,0.5687982458621264,0.6795952785760164,0.5745062734931707
30,X4,-5.0,1950,5.46086635068059,1.64599500708282,0.5683562345802784,0.6674929838627577,0.5740758501148473
31,X3,-5.0,2000,5.460876064375043,1.6424833528697491,0.5683126021176577,0.663970660418272,0.5739514805221309
