track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2004,correct,broad,16,8,0.0014402167717803996,,,
prior_gate,2004,correct,proposal,16,8,0.0015966405386187744,,,
prior_gate,2004,correct,validation_gate,16,8,0.0015527592302789972,0.13547068713438296,0.44091413241809574,0.35750978574590064
prior_gate,2004,correct,broad,32,8,0.0008672676221808702,,,
prior_gate,2004,correct,proposal,32,8,0.0007228103157932374,,,
prior_gate,2004,correct,validation_gate,32,8,0.0007614316902333268,0.5292728877553129,0.2672266505021277,0.2725018028680798
prior_gate,2004,correct,broad,64,8,0.0006357731652161191,,,
prior_gate,2004,correct,proposal,64,8,0.0006574966572366417,,,
prior_gate,2004,correct,validation_gate,64,8,0.0006427445510218037,0.5016304200591706,0.28894099399689865,0.28923447064773905
prior_gate,2004,wrong,broad,16,8,0.0014402167717803996,,,
prior_gate,2004,wrong,proposal,16,8,0.0009021669147796694,,,
prior_gate,2004,wrong,validation_gate,16,8,0.0008992844549910695,0.03194951027835597,0.44091413241809574,0.28741339978868785
prior_gate,2004,wrong,broad,32,8,0.0008672676221808702,,,
prior_gate,2004,wrong,proposal,32,8,0.0004083209590130799,,,
prior_gate,2004,wrong,validation_gate,32,8,0.0004965382535894247,0.4694217661250948,0.2672266505021277,0.2617156910006655
prior_gate,2004,wrong,broad,64,8,0.0006357731652161191,,,
prior_gate,2004,wrong,proposal,64,8,0.0008760310548338645,,,
prior_gate,2004,wrong,validation_gate,64,8,0.000740068681413809,0.4615949100237624,0.28894099399689865,0.2820144345232976
