seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3018,3,coefficient,scratch,120,2560,0.6790562978559788,1.0506856081838405,0.6377641522639941,
3018,3,coefficient,warm,120,2560,0.0631065832586726,0.2974673338226346,0.037066499862676815,
3018,3,coefficient,source_retrieval,120,2560,0.06453921579457643,0.31124920039365295,0.03712699528356792,0.8
3018,3,coefficient,source_mixture,120,2560,0.06457532970576246,0.31072691322269014,0.037225153759437156,0.8503286545691554
3018,3,coefficient,scratch,200,2560,0.141929669366637,0.2218705800098428,0.13304734596183634,
3018,3,coefficient,warm,200,2560,0.02262232742734844,0.04773192764886867,0.019832371847179526,
3018,3,coefficient,source_retrieval,200,2560,0.02174650992938577,0.03767882786008458,0.01997625238153035,0.8
3018,3,coefficient,source_mixture,200,2560,0.02162015111317864,0.037631908382721686,0.0198410669721183,0.8503286545691554
3018,3,coefficient,scratch,400,2560,0.028920741635248635,0.03528289918303796,0.02821383524104982,
3018,3,coefficient,warm,400,2560,0.01161019102456973,0.02130526880996419,0.010532960159525904,
3018,3,coefficient,source_retrieval,400,2560,0.01163390931519095,0.02098311697879368,0.010595108463679536,0.8
3018,3,coefficient,source_mixture,400,2560,0.011601552575800807,0.020973986091889964,0.010560171074013124,0.8503286545691554
