job_id	job_name	revision	output	submitted_at
32987241	acer_persist_legacy5_nonleaf_random_ens_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/nonleaf_random_ens/seed_42	2026-09-25T18:50:18-06:00
32987242	acer_persist_legacy5_nonleaf_random_ens_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/nonleaf_random_ens/seed_123	2026-09-25T18:50:18-06:00
32987243	acer_persist_legacy5_nonleaf_random_ens_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/nonleaf_random_ens/seed_456	2026-09-25T18:50:19-06:00
32987244	acer_persist_legacy5_nonleaf_coverage_ens_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/nonleaf_coverage_ens/seed_42	2026-09-25T18:50:19-06:00
32987245	acer_persist_legacy5_nonleaf_coverage_ens_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/nonleaf_coverage_ens/seed_123	2026-09-25T18:50:19-06:00
32987246	acer_persist_legacy5_nonleaf_coverage_ens_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/nonleaf_coverage_ens/seed_456	2026-09-25T18:50:19-06:00
32987247	acer_persist_legacy5_pev_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/pev/seed_42	2026-09-25T18:50:19-06:00
32987248	acer_persist_legacy5_pev_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/pev/seed_123	2026-09-25T18:50:19-06:00
32987249	acer_persist_legacy5_pev_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/pev/seed_456	2026-09-25T18:50:19-06:00
32987250	acer_persist_legacy5_pev_var_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/pev_var/seed_42	2026-09-25T18:50:20-06:00
32987251	acer_persist_legacy5_pev_var_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/pev_var/seed_123	2026-09-25T18:50:20-06:00
32987252	acer_persist_legacy5_pev_var_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/legacy5/pev_var/seed_456	2026-09-25T18:50:20-06:00
32987253	acer_persist_hom30_nonleaf_random_ens_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/nonleaf_random_ens/seed_42	2026-09-25T18:50:20-06:00
32987254	acer_persist_hom30_nonleaf_random_ens_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/nonleaf_random_ens/seed_123	2026-09-25T18:50:20-06:00
32987255	acer_persist_hom30_nonleaf_random_ens_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/nonleaf_random_ens/seed_456	2026-09-25T18:50:20-06:00
32987256	acer_persist_hom30_nonleaf_coverage_ens_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/nonleaf_coverage_ens/seed_42	2026-09-25T18:50:20-06:00
32987257	acer_persist_hom30_nonleaf_coverage_ens_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/nonleaf_coverage_ens/seed_123	2026-09-25T18:50:20-06:00
32987258	acer_persist_hom30_nonleaf_coverage_ens_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/nonleaf_coverage_ens/seed_456	2026-09-25T18:50:21-06:00
32987259	acer_persist_hom30_pev_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/pev/seed_42	2026-09-25T18:50:21-06:00
32987260	acer_persist_hom30_pev_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/pev/seed_123	2026-09-25T18:50:21-06:00
32987261	acer_persist_hom30_pev_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/pev/seed_456	2026-09-25T18:50:21-06:00
32987262	acer_persist_hom30_pev_var_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/pev_var/seed_42	2026-09-25T18:50:21-06:00
