job_id	job_name	revision	output	submitted_at
32987263	acer_persist_hom30_pev_var_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/pev_var/seed_123	2026-09-25T18:50:21-06:00
32987264	acer_persist_hom30_pev_var_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hom30/pev_var/seed_456	2026-09-25T18:50:21-06:00
32987265	acer_persist_hetero30_nonleaf_random_ens_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/nonleaf_random_ens/seed_42	2026-09-25T18:50:21-06:00
32987266	acer_persist_hetero30_nonleaf_random_ens_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/nonleaf_random_ens/seed_123	2026-09-25T18:50:22-06:00
32987267	acer_persist_hetero30_nonleaf_random_ens_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/nonleaf_random_ens/seed_456	2026-09-25T18:50:22-06:00
32987268	acer_persist_hetero30_nonleaf_coverage_ens_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/nonleaf_coverage_ens/seed_42	2026-09-25T18:50:22-06:00
32987269	acer_persist_hetero30_nonleaf_coverage_ens_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/nonleaf_coverage_ens/seed_123	2026-09-25T18:50:22-06:00
32987270	acer_persist_hetero30_nonleaf_coverage_ens_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/nonleaf_coverage_ens/seed_456	2026-09-25T18:50:22-06:00
32987271	acer_persist_hetero30_pev_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/pev/seed_42	2026-09-25T18:50:23-06:00
32987272	acer_persist_hetero30_pev_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/pev/seed_123	2026-09-25T18:50:23-06:00
32987273	acer_persist_hetero30_pev_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/pev/seed_456	2026-09-25T18:50:23-06:00
32987274	acer_persist_hetero30_pev_var_s42	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/pev_var/seed_42	2026-09-25T18:50:23-06:00
32987275	acer_persist_hetero30_pev_var_s123	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/pev_var/seed_123	2026-09-25T18:50:23-06:00
32987276	acer_persist_hetero30_pev_var_s456	684f1181c181c8dedc13a3d46be0c89c6a75fd9d	/scratch/alpine/paco0228/ACE/results/research_persistent_20260925/hetero30/pev_var/seed_456	2026-09-25T18:50:23-06:00
