episode,episode_final_loss
0,5.608169270679355
1,5.603381395339966
2,5.606445383280516
3,5.614036807790399
4,5.610942825675011
5,5.608118548989296
6,5.598689885810018
7,5.6051743142306805
8,5.610712030902505
9,5.603439597412944
10,5.615502614527941
11,5.618739599362016
12,5.615997359156609
13,5.609153788536787
14,5.617723623290658
15,5.605331955477595
16,5.603558111935854
17,5.613413903862238
18,5.609836328774691
19,5.608454404398799
20,5.612248724326491
21,5.610291073098779
22,5.606207707896829
23,5.612028710544109
24,5.614992534741759
25,5.613284088671207
26,5.609001183882356
27,5.605331521481276
28,5.617687631398439
29,5.604516506195068
30,5.619239976629615
31,5.617709977552295
32,5.607843741774559
33,5.602516338229179
34,5.61173209734261
35,5.60768423601985
36,5.607833504676819
37,5.611496269702911
38,5.607382390648127
39,5.621236454695463
40,5.616914106532931
41,5.606434507295489
42,5.616031749173999
43,5.616135861724615
44,5.608025453984737
45,5.61145549826324
46,5.604770507663488
47,5.606358915567398
48,5.609986495226622
49,5.610850425437093
50,5.609693689271808
51,5.6105202455073595
52,5.605936819687486
53,5.61193498596549
54,5.616602154448628
55,5.611068869009614
56,5.61034058406949
57,5.612522343173623
58,5.601892998442054
59,5.6115092393010855
60,5.609033955261111
61,5.613090297207236
62,5.60841509513557
63,5.606326378881931
64,5.599882585927844
65,5.611285351216793
66,5.621280470862985
67,5.608260879293084
68,5.605004956945777
69,5.615543374791741
70,5.613276444375515
71,5.610094964504242
72,5.603412587195635
73,5.608601523563266
74,5.603175785392523
75,5.602279204875231
76,5.61153675802052
77,5.618446344509721
78,5.599688170477748
79,5.6051996145397425
80,5.617123382166028
81,5.608398996293545
82,5.606404311954975
83,5.605876076966524
84,5.609745595604181
85,5.604884022846818
86,5.6106176022440195
87,5.606496375054121
88,5.608004251495004
89,5.616507010534406
90,5.619867978617549
91,5.607011632993817
92,5.615235436707735
93,5.612420944496989
94,5.602488601580262
95,5.606931157410145
96,5.6089341919869184
97,5.605609709396958
98,5.617122661322355
99,5.607274357229471
100,5.605514466762543
101,5.612333057448268
102,5.613456483930349
103,5.611968906596303
104,5.602275509387255
105,5.607399348169565
106,5.6242889650166035
107,5.608561150729656
108,5.60743048414588
109,5.602988949045539
110,5.61573794670403
111,5.610642358660698
112,5.616151237860322
113,5.608684105798602
114,5.611650936305523
115,5.6047177985310555
116,5.609403552487493
117,5.605540156364441
118,5.606736995279789
119,5.604865865781903
120,5.62252545543015
121,5.612027633935213
122,5.609681744128466
123,5.609508749097586
124,5.613711817190051
125,5.613248048350215
126,5.610653284937143
127,5.609230699017644
128,5.602940136566758
129,5.6083356738090515
130,5.612706443294883
131,5.607617972418666
132,5.607090052217245
133,5.607652707025409
134,5.6088125128299
135,5.615145331248641
136,5.603487117215991
137,5.604058336466551
138,5.607256347313523
139,5.612017948180437
140,5.606496637687087
141,5.599092597141862
142,5.606371164321899
143,5.606126010417938
144,5.6025075521320105
145,5.609624410048127
146,5.611328611150384
147,5.609490135684609
148,5.608310824260116
149,5.612644985318184
